PRIMARY_KEY,WORKING_HOURS,EMPLOYER_CATEGORY,WAGES,JOB_DESCRIPTION,JOB_CATEGORY,CONTRACT_TYPE,JOB_DEP,Job_condition,activity_sector,Employee_count
64398,2028,"ct_9",48336,"373d","O","CDI","69","C","KZ","tr_1"
64400,978,"ct_9",6254,"561b","O","CDI","69","C","IZ","tr_2"
64401,1824,"ct_9",21787,"641a","O","CDI","69","C","HZ","tr_2"
64402,920,"ct_9",19264,"374d","O","CDI","69","P","MA","tr_1"
64407,1384,"ct_8",25531,"372a","O","CDI","69","P","MA","tr_1"
64410,1834,"ct_9",23450,"556a","O","CDI","69","C","GZ","tr_1"
64417,680,"ct_9",9220,"636d","O","CDI","69","C","IZ","tr_3"
64420,1816,"ct_8",18017,"543b","O","CDI","69","P","MA","tr_5"
64426,1820,"ct_9",62369,"376a","O","CDI","69","C","KZ","tr_6"
64429,1338,"ct_8",29207,"422a","O","CDI","69","P","PZ","tr_4"
64430,1743,"ct_8",26798,"461f","O","CDI","69","C","OZ","tr_5"
64433,1842,"ct_9",30258,"376d","O","CDI","69","P","KZ","tr_1"
64436,1820,"ct_2",16089,"563a","O","AUT","69","C","OZ","tr_6"
64438,1801,"ct_9",26773,"479b","O","CDI","69","C","DZ","tr_4"
64442,405,NA,4646,"563b","O","AUT","69","P","NZ","tr_6"
64446,1140,"ct_8",15640,"526a","O","CDI","69","P","QA","tr_6"
64461,2056,"ct_8",17644,"525d","O","CDI","69","C","QB","tr_4"
64468,1551,"ct_9",22911,"372a","O","CDI","69","C","MA","tr_0"
64475,1957,"ct_2",24099,"621f","O","AUT","69","C","OZ","tr_3"
64482,580,"ct_9",7327,"465a","O","CDI","69","C","JC","tr_0"
64485,1379,"ct_9",17514,"561b","O","CDI","69","C","IZ","tr_3"
64487,1952,"ct_9",20901,"545c","O","CDI","69","C","KZ","tr_6"
64490,2013,"ct_9",26465,"473b","O","CDI","69","C","CM","tr_5"
64500,1724,"ct_8",21423,"526a","O","CDI","01","C","QB","tr_4"
64501,2018,"ct_9",80894,"463c","O","CDI","69","C","JC","tr_3"
64502,1655,"ct_9",23459,"632f","O","CDI","69","C","FZ","tr_1"
64503,410,"ct_9",5790,"461b","O","TTP","69","N","NZ","tr_1"
64507,1820,"ct_9",51429,"376a","O","CDI","69","C","KZ","tr_1"
64515,1820,"ct_9",36889,"543g","O","CDI","69","C","GZ","tr_4"
64522,486,"ct_9",4588,"681a","O","CDI","69","C","FZ","tr_1"
64524,1300,"ct_9",10876,"433a","O","CDI","92","C","MB","tr_4"
64525,1329,"ct_9",19374,"479b","O","CDI","75","C","MA","tr_6"
64528,1820,"ct_8",18181,"434e","O","CDI","69","C","QB","tr_5"
64538,595,"ct_9",4065,"561d","O","CDI","69","P","IZ","tr_3"
64544,903,"ct_8",17876,"311d","O","CDI","69","P","QB","tr_1"
64551,1098,"ct_9",40314,"389b","O","CDI","94","C","HZ","tr_6"
64554,1820,"ct_9",27177,"477c","O","CDI","69","C","GZ","tr_3"
64555,2054,"ct_9",32163,"431f","O","CDI","69","C","QA","tr_5"
64559,1363,"ct_9",18206,"637d","O","CDI","69","C","GZ","tr_1"
64563,1138,"ct_8",17962,"461c","O","CDI","69","P","KZ","tr_5"
64572,1300,"ct_9",11702,"534a","A","APP","69","C","QB","tr_4"
64577,1859,"ct_9",24971,"487b","O","CDI","69","C","HZ","tr_2"
64579,1186,"ct_9",11601,"554a","O","CDI","69","C","IZ","tr_1"
64581,1827,"ct_8",49964,"434a","O","CDI","74","C","QB","tr_3"
64587,1417,"ct_9",18219,"543g","O","CDI","69","C","FZ","tr_1"
64588,1727,"ct_5",18728,"461d","O","CDI","69","C","LZ","tr_5"
64595,1568,"ct_9",39247,"372d","O","CDI","69","N","PZ","tr_2"
64597,2350,"ct_7",8122,"563a","O","CDI","69","N","QB","tr_0"
64599,277,NA,3572,"543g","O","CDI","69","C","NZ","tr_6"
64602,1875,"ct_9",28878,"478a","O","CDI","42","C","CM","tr_5"
64605,1820,"ct_9",34335,"383a","O","CDI","69","C","CL","tr_6"
64616,140,NA,1397,"676a","O","CDI","69","P","GZ",NA
64624,1743,"ct_9",30129,"463c","O","CDI","69","C","GZ","tr_5"
64627,1715,"ct_9",20236,"641a","O","CDI","01","C","FZ","tr_1"
64632,1331,"ct_8",12073,"525d","O","CDI","69","P","QB","tr_1"
64633,1401,"ct_9",14993,"636d","O","CDI","69","C","IZ","tr_1"
64639,1590,"ct_9",19007,"433c","O","CDI","69","C","CM","tr_1"
64641,766,"ct_9",14352,"472a","O","CDI","69","C","MA","tr_1"
64643,1367,"ct_9",16005,"554e","O","CDI","69","C","GZ","tr_3"
64644,2091,"ct_9",18716,"684a","O","CDI","69","C","NZ","tr_3"
64645,1820,"ct_9",36553,"388a","O","CDI","69","N","MA","tr_4"
64653,1725,"ct_9",16396,"652a","O","CDI","69","C","CH","tr_4"
64656,1494,"ct_9",19035,"382a","O","CDI","69","C","MA","tr_3"
64663,1058,"ct_9",9711,"684b","O","CDI","01","P","EZ","tr_2"
64667,910,"ct_2",20541,"333f","O","CDI","38","C","OZ","tr_6"
64668,1820,"ct_8",29818,"422b","O","CDI","69","C","PZ","tr_5"
64671,1687,"ct_9",42555,"388a","O","CDI","87","C","NZ","tr_3"
64674,1440,"ct_9",15469,"676a","O","CDI","69","C","EZ","tr_2"
64677,2132,"ct_9",72683,"386d","O","CDI","69","C","CM","tr_6"
64683,2028,"ct_1",33051,"532a","O","AUT","36","C","OZ","tr_6"
64684,1593,"ct_9",33339,"467a","O","CDI","69","C","KZ","tr_6"
64695,2007,"ct_8",20622,"526a","O","CDI","69","C","QB","tr_3"
64702,1820,"ct_9",22710,"545c","O","CDI","69","C","KZ","tr_6"
64703,1424,"ct_9",16591,"461f","O","CDI","69","C","LZ","tr_4"
64705,1820,"ct_9",57000,"373d","O","CDI","69","C","MA","tr_2"
64706,1601,"ct_9",27698,"374d","O","CDI","69","C","GZ","tr_3"
64719,1786,"ct_9",30095,"475b","O","CDI","69","P","CF","tr_6"
64731,1704,"ct_9",20934,"621e","O","CDI","69","C","FZ","tr_4"
64732,1686,"ct_9",21178,"632j","O","CDI","01","C","FZ","tr_2"
64739,397,"ct_9",4346,"643a","O","CDI","69","C","HZ","tr_0"
64751,1172,"ct_9",45224,"372b","O","CDI","92","C","MA","tr_0"
64765,1449,"ct_9",67634,"386c","O","CDI","69","C","MA","tr_3"
64768,1820,"ct_3",25494,"526a","O","AUT","69","C","QA","tr_5"
64773,1795,"ct_9",57772,"373d","O","CDI","69","C","MA","tr_5"
64779,2121,"ct_9",27141,"641a","O","CDI","69","C","HZ","tr_5"
64796,1062,"ct_9",9065,"534a","O","CDI","69","C","NZ","tr_6"
64797,1673,"ct_9",21279,"625c","O","CDI","69","C","CG","tr_6"
64798,1527,"ct_9",34875,"372b","O","CDI","92","C","MA","tr_6"
64807,1820,"ct_9",47396,"389a","O","CDI","01","C","HZ","tr_3"
64809,3000,"ct_7",19651,"563a","O","CDI","69","N","QB","tr_1"
64814,1707,"ct_9",19643,"525d","A","APP","69","C","QB","tr_4"
64817,1749,"ct_9",23973,"526a","O","CDI","69","C","QB","tr_4"
64822,1470,"ct_9",13948,"681b","O","CDI","01","C","FZ","tr_3"
64830,1900,"ct_9",30706,"388c","O","CDI","69","C","GZ","tr_2"
64831,1820,"ct_9",19626,"431f","O","CDI","69","C","QA","tr_2"
64834,1063,"ct_9",13510,"526a","O","CDI","69","P","QA","tr_6"
64839,1820,"ct_8",39694,"387e","O","CDI","69","C","PZ","tr_4"
64849,1587,"ct_9",27328,"383b","O","CDI","69","C","CM","tr_5"
64866,1883,"ct_9",43352,"388d","O","CDI","69","C","JC","tr_5"
64867,1198,"ct_8",42938,"386b","O","CDI","69","C","QB","tr_1"
64870,434,"ct_9",2264,"561c","O","CDD","69","P","IZ","tr_0"
64873,1066,"ct_1",6405,"676a","O","CDI","69","P","PZ","tr_4"
64882,589,"ct_9",4669,"561b","O","CDI","01","N","IZ","tr_5"
64883,472,"ct_9",39761,"342c","O","CDI","69","C","PZ","tr_5"
64905,1916,"ct_9",14922,"463e","O","CDI","69","C","GZ","tr_1"
64908,1820,"ct_9",23591,"374d","O","CDI","69","C","MC","tr_1"
64909,1923,"ct_9",22719,"478c","O","CDI","69","C","JC","tr_3"
64913,1792,"ct_9",21247,"433d","O","CDI","69","C","GZ","tr_1"
64922,1946,"ct_8",60508,"344b","O","CDI","69","C","QA","tr_1"
64924,1470,"ct_8",33167,"375b","O","CDI","69","C","PZ","tr_1"
64928,1763,"ct_9",34476,"543g","O","CDI","69","C","MA","tr_0"
64929,1786,"ct_9",39489,"684a","O","CDI","69","C","NZ","tr_3"
64934,771,"ct_9",10492,"637b","O","CDI","69","C","CM","tr_4"
64936,1643,"ct_9",31239,"383a","O","CDI","69","C","MB","tr_5"
64937,2206,"ct_9",25333,"641a","O","CDI","69","C","HZ","tr_2"
64940,1910,"ct_9",25912,"543g","O","CDI","69","C","NZ","tr_4"
64945,1821,"ct_9",22731,"485b","O","CDI","46","C","CM","tr_2"
64947,2028,"ct_9",41735,"373b","O","CDI","69","C","HZ","tr_6"
64948,862,"ct_8",7639,"563b","O","CDI","69","P","QB","tr_5"
64950,1675,"ct_9",18133,"623f","O","CDI","69","C","CH","tr_1"
64953,1354,"ct_9",12142,"553c","O","CDI","69","C","GZ","tr_3"
64955,1582,"ct_9",13303,"681a","O","CDI","69","C","FZ","tr_3"
64958,1820,"ct_9",25589,"632g","O","CDI","69","C","FZ","tr_1"
64961,1709,"ct_9",27925,"486e","O","CDI","69","C","NZ","tr_2"
64974,1673,"ct_9",19959,"551a","O","CDI","69","C","GZ","tr_6"
64977,2607,"ct_9",27658,"462b","O","CDI","75","C","GZ","tr_1"
64981,907,"ct_8",13367,"545d","O","CDI","69","P","OZ","tr_4"
64984,1196,"ct_9",10571,"464b","O","CDI","69","C","NZ","tr_4"
64993,1834,"ct_9",55124,"373a","O","CDI","69","C","CF","tr_6"
64994,1820,"ct_9",52203,"387b","O","CDI","69","C","CA","tr_5"
64997,1849,"ct_8",35080,"478b","O","CDI","69","C","OZ","tr_6"
65001,1508,"ct_9",42349,"374d","O","CDI","69","C","MA","tr_5"
65002,1255,"ct_8",12031,"434b","O","CDI","69","P","QB","tr_4"
65010,2014,"ct_9",22416,"673a","O","CDI","69","C","CH","tr_1"
65011,1820,"ct_9",16001,"636a","O","CDI","69","C","GZ","tr_2"
65012,1301,"ct_1",38964,"344b","O","CDI","69","P","QA","tr_6"
65015,1137,"ct_9",13625,"643a","O","CDI","69","C","GZ","tr_3"
65022,1820,"ct_8",19416,"543c","O","CDI","69","C","QB","tr_3"
65025,1834,"ct_9",23477,"388a","O","CDI","92","C","MA","tr_6"
65027,167,"ct_9",3830,"476b","O","CDI","69","C","GZ","tr_1"
65029,1664,"ct_9",34455,"543b","O","CDI","69","C","GZ","tr_4"
65045,397,NA,3566,"354g","O","CDI","69","N","PZ",NA
65055,1820,"ct_8",24798,"563b","O","CDI","69","C","QB","tr_3"
65056,1729,"ct_9",44961,"385a","O","TTP","69","C","NZ","tr_3"
65058,1872,"ct_3",22693,"526a","O","AUT","69","C","QA","tr_6"
65062,1755,"ct_5",21228,"564a","O","CDI","69","C","LZ","tr_6"
65064,560,"ct_9",36464,"374d","O","CDI","69","C","CK","tr_3"
65065,1496,"ct_8",19583,"425a","O","CDI","69","P","PZ","tr_3"
65074,1508,"ct_8",13168,"691c","X","AUT","69","P","NZ","tr_3"
65075,1877,"ct_9",19182,"543g","O","CDI","69","C","MA","tr_3"
65082,1332,"ct_9",14765,"676a","O","TTP","69","C","NZ","tr_1"
65092,1678,NA,21004,"563c","O","CDI","69","C","TZ",NA
65103,590,"ct_1",10852,"524c","O","CDI","69","P","OZ","tr_4"
65114,697,"ct_9",4943,"561c","O","CDI","69","P","IZ","tr_2"
65116,1820,"ct_9",35130,"388a","O","CDI","69","C","CM","tr_2"
65121,1964,"ct_9",34450,"462e","O","CDI","69","C","JB","tr_3"
65122,792,"ct_9",9750,"636d","O","CDI","69","C","IZ","tr_1"
65126,496,"ct_8",4984,"541b","X","AUT","69","P","QB","tr_5"
65127,1094,"ct_9",8291,"561d","O","CDI","69","C","IZ","tr_6"
65137,1531,"ct_9",17475,"673c","O","TTP","69","C","NZ","tr_2"
65143,1530,"ct_9",14803,"534a","O","CDI","54","N","HZ","tr_5"
65146,460,"ct_9",5343,"652a","O","TTP","13","C","NZ","tr_0"
65152,1456,"ct_9",18776,"475b","O","CDI","92","P","GZ","tr_6"
65155,1692,"ct_8",29626,"434b","O","CDI","69","C","QA","tr_6"
65158,1827,"ct_9",29987,"462c","O","CDI","69","C","CF","tr_6"
65162,989,"ct_9",11679,"561c","O","CDI","69","C","IZ","tr_1"
65164,701,"ct_8",9211,"563b","O","CDI","69","P","QB","tr_5"
65179,259,"ct_9",3407,"563b","O","CDI","69","P","NZ","tr_1"
65186,455,"ct_9",3196,"543h","X","AUT","69","C","IZ","tr_3"
65193,1820,"ct_8",21552,"525d","O","CDI","69","C","QB","tr_3"
65196,1626,"ct_9",8125,"472a","A","APP","69","C","FZ","tr_6"
65206,1895,"ct_8",30724,"431f","O","CDI","69","C","QA","tr_6"
65207,1746,"ct_9",16541,"676d","O","CDI","69","C","HZ","tr_4"
65218,289,NA,2525,"524c","O","CDI","69","C","OZ",NA
65220,665,"ct_9",8648,"554a","O","CDI","69","P","GZ","tr_1"
65221,1552,"ct_9",14370,"526e","O","CDI","69","C","QA","tr_1"
65234,1820,"ct_9",24229,"477c","O","CDI","69","C","GZ","tr_3"
65237,1802,"ct_9",31366,"372e","O","CDI","69","C","FZ","tr_3"
65239,1834,"ct_9",22553,"388a","O","CDI","69","C","JC","tr_6"
65247,1820,"ct_9",54441,"388d","O","CDI","69","C","JC","tr_4"
65251,1222,"ct_8",16019,"424a","O","CDI","69","P","RZ","tr_0"
65255,1229,"ct_9",22174,"423b","O","CDI","69","P","CK","tr_6"
65259,1380,"ct_9",10650,"561c","O","CDI","69","P","IZ","tr_1"
65261,257,"ct_9",4103,"388d","O","CDI","01","C","JC","tr_4"
65264,1601,"ct_9",16133,"542a","O","CDI","69","C","NZ","tr_1"
65271,2752,"ct_7",8014,"563a","O","CDI","69","N","QB","tr_1"
65279,1710,"ct_8",23388,"461f","O","CDI","69","C","QB","tr_2"
65283,1794,"ct_9",17846,"554j","O","CDI","69","C","GZ","tr_1"
65287,643,"ct_9",9357,"553c","O","CDI","69","P","GZ","tr_5"
65288,2024,"ct_9",25819,"462e","O","CDI","69","C","HZ","tr_5"
65292,369,"ct_8",3999,"434b","O","CDI","69","C","SZ","tr_1"
65294,1792,"ct_9",20095,"478b","A","APP","69","C","CL","tr_6"
65295,1820,"ct_1",22716,"523b","O","AUT","69","C","OZ","tr_6"
65296,1155,"ct_9",20592,"462e","O","CDI","69","C","GZ","tr_5"
65304,492,"ct_9",5470,"643a","O","CDI","69","C","HZ","tr_2"
65306,420,"ct_9",5204,"543b","O","CDI","69","C","FZ","tr_1"
65311,1224,"ct_9",15744,"372a","O","CDI","63","N","KZ","tr_1"
65316,1820,"ct_9",55015,"386d","O","CDI","26","C","DZ","tr_4"
65320,1546,"ct_9",9823,"561d","O","CDI","69","C","IZ","tr_2"
65324,1063,"ct_9",12829,"526a","O","CDI","69","P","QA","tr_6"
65326,1482,"ct_9",16375,"653a","O","CDI","69","C","GZ","tr_4"
65327,1826,"ct_9",33372,"625c","O","CDI","69","C","CF","tr_6"
65330,1818,"ct_8",21182,"434f","O","CDI","69","C","QB","tr_5"
65331,2050,"ct_9",15666,"675b","A","APP","01","C","CC","tr_4"
65332,1568,"ct_9",34661,"554b","O","CDI","69","C","GZ","tr_3"
65343,632,"ct_8",7708,"434d","O","CDI","69","C","QB","tr_3"
65345,1810,"ct_8",23407,"354g","O","CDI","69","C","PZ","tr_3"
65350,1418,"ct_9",39036,"384c","O","CDI","93","C","GZ","tr_2"
65351,763,"ct_9",34019,"385c","O","CDI","69","C","GZ","tr_5"
65358,1680,"ct_9",22309,"641a","O","CDI","69","C","FZ","tr_3"
65359,1820,"ct_9",25586,"543b","O","CDI","69","C","EZ","tr_3"
65360,1790,"ct_9",31401,"543f","O","CDI","69","C","GZ","tr_4"
65373,1820,"ct_8",30630,"341a","O","CDI","69","C","PZ","tr_5"
65374,1908,"ct_9",29211,"431f","O","CDI","69","C","QA","tr_6"
65377,1567,"ct_9",38026,"387c","O","CDI","42","C","CH","tr_5"
65387,1772,"ct_9",54427,"485a","O","CDI","69","P","DZ","tr_6"
65397,646,"ct_9",6822,"643a","O","CDI","01","P","GZ","tr_1"
65402,2179,"ct_9",39492,"423b","O","CDI","69","C","HZ","tr_6"
65405,1820,"ct_9",25921,"461b","O","CDI","69","C","FZ","tr_5"
65411,1700,"ct_9",16259,"551a","O","CDI","01","C","GZ","tr_3"
65412,181,"ct_9",1058,"632g","O","CDI","69","P","FZ","tr_3"
65419,1690,"ct_9",18149,"628g","O","CDI","69","C","CK","tr_1"
65425,1738,"ct_9",22940,"628f","O","CDI","69","C","CA","tr_2"
65431,545,"ct_9",4048,"636d","O","CDI","69","P","IZ","tr_2"
65435,2146,"ct_8",27544,"526a","O","CDI","69","C","QB","tr_2"
65450,1491,"ct_9",19231,"563c","O","CDI","69","P","FZ","tr_2"
65452,1988,"ct_9",13643,"554f","O","CDI","69","C","GZ","tr_1"
65453,1706,"ct_9",24943,"486d","O","CDI","69","P","CM","tr_6"
65455,1653,"ct_8",33402,"526b","O","CDI","69","C","QA","tr_5"
65457,1510,"ct_3",20927,"344c","O","AUT","69","C","QA","tr_6"
65460,847,"ct_9",18534,"342c","O","CDI","69","C","PZ","tr_3"
65464,1801,"ct_9",28831,"467c","O","CDI","69","C","KZ","tr_5"
65469,1784,"ct_9",25734,"461f","O","CDI","69","C","NZ","tr_4"
65473,1820,"ct_8",38462,"341a","O","CDI","69","C","PZ","tr_5"
65479,1764,"ct_9",45215,"376c","O","CDI","69","C","KZ","tr_5"
65483,2045,"ct_9",39235,"376d","O","CDI","38","C","KZ","tr_1"
65486,437,"ct_9",7483,"534a","O","CDI","69","P","NZ","tr_5"
65489,1320,"ct_8",17163,"563b","O","CDI","69","P","QB","tr_4"
65496,1900,"ct_9",22645,"376g","O","CDI","69","C","LZ","tr_2"
65499,1820,"ct_9",25168,"545c","O","CDI","69","C","KZ","tr_4"
65502,151,NA,3554,"526a","O","CDI","69","C","QA",NA
65505,1820,"ct_9",25634,"474a","O","CDI","69","C","CK","tr_6"
65523,255,"ct_7",2457,"563a","O","CDI","69","N","TZ","tr_1"
65531,1887,"ct_9",19071,"421b","O","CDI","69","C","PZ","tr_3"
65536,1935,"ct_9",17542,"643a","O","CDI","69","C","HZ","tr_2"
65538,1334,"ct_9",20191,"526b","O","CDI","69","P","QA","tr_1"
65541,1757,"ct_9",31983,"433a","O","CDI","69","C","QA","tr_1"
65544,1622,"ct_9",20502,"433b","O","CDI","69","C","GZ","tr_1"
65546,745,"ct_8",9006,"525d","O","CDI","69","P","QB","tr_5"
65550,1701,"ct_9",21498,"676d","O","CDI","69","C","GZ","tr_5"
65558,1517,"ct_1",18804,"342h","O","CDD","75","C","PZ","tr_6"
65567,1558,"ct_9",14531,"561c","O","CDI","69","P","IZ","tr_1"
65569,1187,"ct_9",17676,"433d","O","CDI","69","P","GZ","tr_1"
65574,1820,"ct_9",68981,"373c","O","CDI","69","C","MA","tr_3"
65582,1155,"ct_9",21373,"462e","O","CDI","69","C","GZ","tr_5"
65586,1820,"ct_5",26476,"451g","O","CDI","69","C","RZ","tr_4"
65591,1568,"ct_9",37452,"372d","O","CDI","69","N","PZ","tr_2"
65592,879,"ct_9",12010,"545a","O","CDI","69","P","KZ","tr_5"
65600,775,"ct_9",8273,"634a","O","CDI","69","C","GZ","tr_1"
65611,1820,"ct_9",75315,"387a","O","CDI","01","C","CK","tr_6"
65623,910,"ct_9",8270,"564b","X","AUT","75","C","MA","tr_2"
65629,1705,"ct_9",23137,"465a","O","CDD","74","C","JA","tr_6"
65632,1924,"ct_9",16238,"534a","O","CDI","69","C","NZ","tr_6"
65634,1707,"ct_9",21168,"628b","O","CDI","69","C","CL","tr_3"
65639,1714,"ct_8",26006,"431f","O","CDI","69","C","QA","tr_6"
65640,1820,"ct_8",33991,"421b","O","CDI","69","C","PZ","tr_3"
65644,1849,"ct_4",42821,"388a","O","CDI","69","C","OZ","tr_5"
65647,207,NA,1545,"684a","O","TTP","69","C","NZ","tr_1"
65651,2470,"ct_9",34108,"526a","O","CDI","69","C","QA","tr_5"
65655,194,NA,1600,"676a","O","CDI","69","C","NZ","tr_3"
65656,1894,"ct_9",27748,"641b","O","CDI","69","C","HZ","tr_6"
65664,1820,"ct_9",17921,"684a","O","CDI","69","C","NZ","tr_4"
65665,979,"ct_9",11137,"388a","O","CDI","92","C","JC","tr_6"
65678,1623,"ct_9",20554,"554a","O","CDI","69","C","GZ","tr_6"
65680,910,"ct_9",50395,"373d","O","CDI","69","N","MA","tr_3"
65681,1820,"ct_9",50802,"374d","O","CDI","69","C","GZ","tr_3"
65683,1900,"ct_9",16189,"622d","O","CDI","69","C","CI","tr_4"
65692,1633,"ct_9",21200,"526a","O","CDI","69","P","QA","tr_5"
65693,1820,"ct_1",43828,"331a","O","CDI","69","C","OZ","tr_6"
65695,1760,"ct_8",22703,"526d","O","CDI","69","C","QB","tr_5"
65701,1978,"ct_9",54898,"372a","O","CDI","69","C","CF","tr_6"
65702,2052,"ct_9",21429,"625c","O","CDI","69","C","CG","tr_3"
65705,1820,"ct_9",25974,"475a","O","CDI","69","C","MB","tr_1"
65711,1710,"ct_9",33300,"374d","O","CDI","69","C","MA","tr_3"
65713,1843,"ct_8",46274,"376e","O","CDI","69","C","KZ","tr_2"
65715,1793,"ct_9",18272,"475b","O","CDI","69","C","CG","tr_1"
65718,1672,"ct_9",48716,"463d","O","CDI","94","P","GZ","tr_6"
65723,1285,"ct_8",26822,"431f","O","CDI","69","P","QA","tr_5"
65725,2028,"ct_9",25194,"551a","O","CDI","69","C","GZ","tr_5"
65733,1889,"ct_3",29291,"432b","O","AUT","69","C","QA","tr_6"
65739,1141,"ct_9",10506,"554a","O","CDI","69","C","GZ","tr_1"
65746,1408,"ct_8",16135,"434c","O","CDI","69","P","SZ","tr_2"
65753,1687,"ct_9",13139,"684a","O","CDI","69","P","NZ","tr_0"
65755,1820,"ct_9",28629,"641a","O","CDI","69","C","HZ","tr_5"
65756,1834,"ct_9",34398,"475a","O","CDI","69","C","EZ","tr_4"
65763,1820,"ct_8",8911,"676a","X","AUT","69","C","QB","tr_4"
65767,289,NA,2041,"524c","O","CDI","69","C","OZ",NA
65773,1594,"ct_9",27213,"462b","O","CDI","69","C","GZ","tr_4"
65779,1663,"ct_9",23618,"462e","O","CDI","69","C","GZ","tr_4"
65782,1760,"ct_8",22918,"526d","O","CDI","69","C","QB","tr_5"
65785,1345,"ct_9",24993,"374a","O","CDI","69","C","GZ","tr_2"
65789,1138,"ct_8",10741,"684a","O","CDI","69","P","QB","tr_3"
65790,888,"ct_8",26053,"341a","O","CDI","69","P","PZ","tr_5"
65791,1820,"ct_2",56188,"333f","O","CDI","69","C","OZ","tr_6"
65792,1566,"ct_9",18875,"676c","O","CDI","69","C","HZ","tr_4"
65795,342,NA,2836,"563a","O","AUT","69","C","TZ",NA
65796,1623,"ct_9",36788,"388c","O","CDI","69","C","JC","tr_3"
65804,198,NA,1977,"344b","O","CDI","75","C","QA",NA
65805,1323,"ct_9",18109,"463e","A","APP","69","C","JB","tr_6"
65809,1638,"ct_9",15286,"478b","O","CDI","69","C","JC","tr_1"
65817,404,NA,5361,"563c","O","CDI","69","P","TZ",NA
65818,1722,"ct_9",21478,"676d","O","CDI","38","C","HZ","tr_2"
65820,1478,"ct_9",10297,"633d","O","CDI","69","C","SZ","tr_3"
65827,953,"ct_9",13833,"461f","A","APP","69","C","MA","tr_6"
65829,1339,"ct_1",13098,"524b","O","CDD","63","P","PZ","tr_5"
65833,328,NA,2513,"561d","O","CDD","69","C","IZ",NA
65834,1638,"ct_9",15181,"467a","A","APP","69","C","KZ","tr_6"
65846,965,"ct_8",12204,"526a","O","CDI","69","P","QB","tr_4"
65850,1820,"ct_1",26307,"523b","O","AUT","69","C","OZ","tr_3"
65861,1937,"ct_9",32056,"477b","O","CDI","01","C","CM","tr_3"
65862,1603,"ct_9",16940,"486d","O","CDI","69","C","GZ","tr_3"
65868,173,"ct_8",6130,"431f","O","CDI","69","P","QA","tr_6"
65871,1820,"ct_8",67087,"373d","O","CDI","75","C","MB","tr_1"
65875,1799,"ct_9",37263,"376e","O","CDI","69","C","KZ","tr_5"
65876,1243,"ct_9",68834,"373b","O","CDI","69","C","EZ","tr_4"
65880,1762,"ct_9",29340,"543g","O","CDI","69","C","CC","tr_3"
65886,1978,"ct_9",53867,"387d","O","CDI","69","C","CF","tr_6"
65887,843,"ct_9",58932,"376e","O","CDI","69","N","KZ","tr_0"
65889,1741,"ct_9",23997,"543g","O","CDI","69","C","CJ","tr_3"
65890,904,"ct_9",9475,"561d","O","CDI","69","P","IZ","tr_6"
65892,1820,"ct_8",94402,"344b","O","CDI","42","C","QA","tr_4"
65900,1106,"ct_9",5578,"641a","O","CDI","35","C","HZ","tr_6"
65907,1771,"ct_9",61401,"387a","O","CDI","69","C","DZ","tr_6"
65912,2476,"ct_2",24847,"523c","O","AUT","69","C","OZ","tr_6"
65923,1479,"ct_9",17810,"641a","O","CDD","69","C","GZ","tr_4"
65931,130,NA,1096,"464a","O","CDI","69","C","RZ",NA
65932,1840,"ct_9",25773,"478a","O","CDI","69","C","JC","tr_6"
65940,2087,"ct_9",23998,"636c","O","CDI","69","C","CA","tr_2"
65943,1572,"ct_9",12806,"554c","O","CDI","69","C","GZ","tr_1"
65951,1245,"ct_9",50041,"372b","O","CDI","69","N","MA","tr_4"
65956,743,"ct_9",6852,"561d","O","CDI","69","C","IZ","tr_1"
65958,1820,"ct_9",44161,"388a","O","CDI","69","C","CG","tr_6"
65962,1292,"ct_9",18088,"542a","O","CDI","69","P","QA","tr_5"
65970,152,NA,2999,"554a","O","CDI","01","C","GZ",NA
65973,1558,"ct_1",14449,"422e","O","CDD","69","P","PZ","tr_6"
65981,1256,"ct_9",34825,"372b","O","CDI","69","C","IZ","tr_5"
65985,1113,"ct_9",38395,"372b","O","CDI","84","C","JC","tr_3"
65988,1372,"ct_9",12157,"562b","O","CDI","69","C","SZ","tr_1"
65996,1801,"ct_8",16910,"545d","O","CDD","69","C","OZ","tr_5"
66000,652,"ct_9",8919,"634d","O","CDI","69","C","NZ","tr_3"
66014,1820,"ct_9",50980,"462e","O","CDI","69","C","GZ","tr_4"
66019,1991,"ct_9",31922,"388c","O","CDI","69","C","JC","tr_5"
66024,1829,"ct_2",34811,"333f","O","CDI","69","C","OZ","tr_6"
66025,1820,"ct_9",55866,"374c","O","CDI","69","C","CL","tr_6"
66028,1843,"ct_9",20493,"641a","O","CDI","69","C","HZ","tr_3"
66031,1759,"ct_9",26609,"543c","O","CDI","69","C","HZ","tr_5"
66032,785,"ct_9",6549,"674c","O","TTP","69","C","NZ","tr_1"
66035,1733,"ct_5",24512,"461f","O","CDI","69","C","LZ","tr_6"
66038,1694,"ct_8",26860,"461b","O","CDI","69","C","QB","tr_3"
66041,1820,"ct_8",34675,"431b","O","CDI","69","C","QA","tr_6"
66044,2001,"ct_9",39759,"475b","O","CDI","69","C","CF","tr_6"
66051,1820,"ct_9",57974,"385a","O","CDI","69","C","MB","tr_6"
66055,1693,"ct_9",27844,"622c","O","CDI","69","C","CJ","tr_5"
66058,302,NA,3660,"621f","O","CDI","69","C","OZ",NA
