PRIMARY_KEY,club
41278,"fede-111"
41280,"fede-111"
41291,"fede-124"
41304,"fede-254"
41311,"fede-133"
41316,"fede-117"
41324,"fede-604"
41344,"fede-102"
41356,"fede-109"
41385,"fede-111"
41392,"fede-604"
41397,"fede-123"
41431,"fede-245"
41450,"fede-115"
41452,"fede-219"
41462,"fede-242"
41520,"fede-242"
41545,"fede-402"
41555,"fede-242"
41590,"fede-111"
41641,"fede-109"
41643,"fede-605"
41644,"fede-117"
41661,"fede-123"
41672,"fede-413"
41697,"fede-402"
41698,"fede-601"
41735,"fede-403"
41744,"fede-102"
41765,"fede-133"
41774,"fede-402"
41789,"fede-602"
41817,"fede-242"
41834,"fede-111"
41857,"fede-404"
41862,"fede-125"
41870,"fede-245"
41872,"fede-111"
41878,"fede-245"
41882,"fede-110"
41892,"fede-111"
41902,"fede-242"
41914,"fede-128"
41916,"fede-135"
41928,"fede-418"
41929,"fede-129"
41936,"fede-401"
41943,"fede-245"
41985,"fede-101"
41992,"fede-123"
41993,"fede-420"
41997,"fede-123"
42036,"fede-103"
42051,"fede-105"
42073,"fede-103"
42081,"fede-119"
42082,"fede-111"
42088,"fede-111"
42089,"fede-101"
42134,"fede-413"
42138,"fede-136"
42144,"fede-123"
42152,"fede-123"
42182,"fede-242"
42185,"fede-132"
42187,"fede-218"
42220,"fede-111"
42226,"fede-119"
42244,"fede-420"
42253,"fede-602"
42288,"fede-132"
42300,"fede-124"
42304,"fede-101"
42306,"fede-111"
42320,"fede-602"
42332,"fede-111"
42348,"fede-602"
42356,"fede-245"
42361,"fede-242"
42370,"fede-242"
42402,"fede-111"
42420,"fede-604"
42446,"fede-127"
42474,"fede-602"
42480,"fede-111"
42491,"fede-123"
42499,"fede-105"
42519,"fede-111"
42550,"fede-413"
42566,"fede-242"
42575,"fede-123"
42605,"fede-125"
42606,"fede-101"
42620,"fede-105"
42634,"fede-111"
42694,"fede-134"
42698,"fede-218"
42701,"fede-111"
42722,"fede-111"
42731,"fede-111"
42752,"fede-123"
42753,"fede-111"
42754,"fede-109"
42774,"fede-111"
42783,"fede-136"
42794,"fede-602"
42797,"fede-503"
42824,"fede-123"
42844,"fede-105"
42875,"fede-133"
42885,"fede-119"
42897,"fede-602"
42951,"fede-105"
42968,"fede-123"
42991,"fede-123"
42998,"fede-254"
43034,"fede-119"
43035,"fede-129"
43068,"fede-111"
43078,"fede-134"
43095,"fede-115"
43114,"fede-111"
43133,"fede-105"
43147,"fede-123"
43155,"fede-402"
43158,"fede-109"
43176,"fede-115"
43178,"fede-604"
43189,"fede-402"
43192,"fede-134"
43194,"fede-206"
43197,"fede-420"
43200,"fede-101"
43209,"fede-111"
43210,"fede-117"
43263,"fede-109"
43282,"fede-124"
43321,"fede-103"
43327,"fede-124"
43342,"fede-111"
43347,"fede-105"
43375,"fede-103"
43390,"fede-402"
43416,"fede-210"
43422,"fede-109"
43443,"fede-206"
43450,"fede-109"
43461,"fede-111"
43478,"fede-402"
43523,"fede-133"
43524,"fede-102"
43525,"fede-108"
43557,"fede-242"
43575,"fede-132"
43578,"fede-420"
43595,"fede-115"
43597,"fede-402"
43607,"fede-111"
43626,"fede-109"
43645,"fede-106"
43656,"fede-111"
43661,"fede-115"
43693,"fede-402"
43696,"fede-242"
43699,"fede-109"
43744,"fede-202"
43746,"fede-115"
43761,"fede-604"
43769,"fede-401"
43772,"fede-604"
43822,"fede-109"
43827,"fede-402"
43829,"fede-132"
43830,"fede-117"
43857,"fede-109"
43874,"fede-213"
43884,"fede-134"
43887,"fede-111"
43920,"fede-410"
43951,"fede-111"
43957,"fede-132"
43966,"fede-245"
44006,"fede-111"
44024,"fede-601"
44066,"fede-110"
44070,"fede-604"
44086,"fede-242"
44094,"fede-111"
44099,"fede-119"
44103,"fede-105"
44133,"fede-129"
44150,"fede-132"
44159,"fede-420"
44160,"fede-420"
44161,"fede-420"
44195,"fede-117"
44208,"fede-604"
44255,"fede-105"
44265,"fede-242"
44272,"fede-111"
44324,"fede-132"
44337,"fede-127"
44364,"fede-124"
44365,"fede-123"
44409,"fede-413"
44430,"fede-220"
44439,"fede-101"
44461,"fede-403"
44464,"fede-401"
44498,"fede-109"
44502,"fede-132"
44513,"fede-102"
44548,"fede-111"
44551,"fede-105"
44556,"fede-132"
44579,"fede-604"
44592,"fede-403"
44601,"fede-123"
44635,"fede-403"
44642,"fede-402"
44643,"fede-420"
44663,"fede-420"
44673,"fede-420"
44677,"fede-111"
44695,"fede-125"
44764,"fede-103"
44778,"fede-115"
44784,"fede-402"
44797,"fede-111"
44807,"fede-109"
44818,"fede-123"
44829,"fede-111"
44847,"fede-106"
44861,"fede-119"
44908,"fede-218"
44923,"fede-111"
44937,"fede-109"
44985,"fede-101"
44989,"fede-111"
45002,"fede-111"
45020,"fede-417"
45030,"fede-111"
45033,"fede-111"
45111,"fede-218"
45122,"fede-134"
45129,"fede-108"
45131,"fede-404"
45141,"fede-201"
45147,"fede-123"
45156,"fede-132"
45160,"fede-404"
45184,"fede-111"
45206,"fede-413"
45228,"fede-111"
45242,"fede-111"
45246,"fede-105"
45255,"fede-111"
45262,"fede-413"
45264,"fede-115"
45270,"fede-124"
45291,"fede-404"
45292,"fede-123"
45302,"fede-404"
45330,"fede-111"
45339,"fede-602"
45352,"fede-403"
45361,"fede-124"
45383,"fede-404"
45388,"fede-111"
45389,"fede-116"
45399,"fede-123"
45401,"fede-242"
45421,"fede-206"
45428,"fede-602"
45435,"fede-402"
45450,"fede-242"
45465,"fede-111"
45471,"fede-115"
45516,"fede-115"
45517,"fede-111"
45533,"fede-123"
45541,"fede-404"
45564,"fede-123"
45656,"fede-124"
45660,"fede-111"
45675,"fede-604"
45696,"fede-256"
45697,"fede-111"
45714,"fede-605"
45722,"fede-602"
45725,"fede-132"
45754,"fede-602"
45759,"fede-124"
45783,"fede-410"
45785,"fede-125"
45794,"fede-125"
45804,"fede-605"
45805,"fede-242"
45830,"fede-101"
45832,"fede-237"
45845,"fede-111"
45854,"fede-111"
45860,"fede-125"
45872,"fede-123"
45885,"fede-115"
45919,"fede-119"
45936,"fede-117"
45937,"fede-403"
45952,"fede-125"
45958,"fede-105"
45972,"fede-111"
45994,"fede-402"
46000,"fede-123"
46034,"fede-111"
46062,"fede-103"
46081,"fede-123"
46093,"fede-605"
46095,"fede-242"
46100,"fede-134"
46143,"fede-602"
46147,"fede-111"
46181,"fede-413"
46182,"fede-111"
46188,"fede-109"
46228,"fede-604"
46298,"fede-101"
46336,"fede-128"
46338,"fede-261"
46349,"fede-401"
46357,"fede-101"
46362,"fede-123"
46371,"fede-111"
46390,"fede-117"
46402,"fede-123"
46426,"fede-242"
46428,"fede-125"
46444,"fede-109"
46447,"fede-111"
46451,"fede-123"
46496,"fede-124"
46505,"fede-111"
46516,"fede-103"
46521,"fede-209"
46530,"fede-111"
46548,"fede-132"
46556,"fede-107"
46581,"fede-101"
46596,"fede-115"
46613,"fede-101"
46628,"fede-601"
46632,"fede-601"
46646,"fede-109"
46668,"fede-125"
46671,"fede-108"
46683,"fede-125"
46721,"fede-402"
46727,"fede-604"
46740,"fede-420"
46741,"fede-602"
46744,"fede-206"
46764,"fede-420"
46767,"fede-111"
46772,"fede-111"
46775,"fede-402"
46777,"fede-420"
46787,"fede-251"
46793,"fede-402"
46813,"fede-205"
46817,"fede-111"
46822,"fede-402"
46844,"fede-111"
46855,"fede-111"
46862,"fede-420"
46870,"fede-134"
46885,"fede-125"
46887,"fede-111"
46897,"fede-101"
46899,"fede-243"
46919,"fede-108"
46920,"fede-221"
46946,"fede-111"
46991,"fede-420"
46995,"fede-132"
46997,"fede-205"
47005,"fede-218"
47011,"fede-123"
47017,"fede-135"
47030,"fede-134"
47035,"fede-602"
47055,"fede-132"
47058,"fede-101"
47101,"fede-128"
47120,"fede-105"
47121,"fede-212"
47130,"fede-402"
47167,"fede-402"
47180,"fede-245"
47221,"fede-127"
47248,"fede-111"
47273,"fede-205"
47286,"fede-402"
47300,"fede-105"
47303,"fede-111"
47314,"fede-402"
47337,"fede-602"
47339,"fede-221"
47374,"fede-403"
47383,"fede-402"
47396,"fede-402"
47398,"fede-402"
47406,"fede-602"
47410,"fede-135"
47441,"fede-503"
47452,"fede-242"
47482,"fede-123"
47524,"fede-403"
47535,"fede-604"
47537,"fede-128"
47560,"fede-403"
47574,"fede-402"
47580,"fede-501"
47582,"fede-242"
47591,"fede-109"
47595,"fede-111"
47596,"fede-258"
47607,"fede-115"
47616,"fede-109"
47617,"fede-128"
47620,"fede-128"
47626,"fede-221"
47663,"fede-209"
47669,"fede-115"
47678,"fede-201"
47785,"fede-402"
47802,"fede-125"
47811,"fede-415"
47816,"fede-402"
47823,"fede-218"
47849,"fede-218"
47858,"fede-123"
47868,"fede-123"
47888,"fede-111"
47900,"fede-402"
47917,"fede-111"
47919,"fede-111"
47922,"fede-111"
47936,"fede-101"
47937,"fede-111"
47939,"fede-111"
47946,"fede-115"
47948,"fede-111"
48001,"fede-217"
48011,"fede-105"
48014,"fede-105"
48081,"fede-103"
48086,"fede-111"
48095,"fede-202"
48098,"fede-245"
48107,"fede-128"
48134,"fede-105"
48137,"fede-124"
48157,"fede-126"
48173,"fede-245"
48191,"fede-132"
48200,"fede-129"
48204,"fede-111"
48205,"fede-402"
48241,"fede-107"
48264,"fede-125"
48265,"fede-111"
48266,"fede-125"
48269,"fede-219"
48312,"fede-242"
48318,"fede-407"
48323,"fede-108"
48324,"fede-109"
48348,"fede-106"
48366,"fede-602"
48370,"fede-134"
48441,"fede-209"
48451,"fede-134"
48486,"fede-413"
48513,"fede-109"
48517,"fede-123"
48561,"fede-111"
48563,"fede-111"
48568,"fede-109"
48583,"fede-250"
48590,"fede-245"
48593,"fede-124"
48598,"fede-106"
48667,"fede-111"
48668,"fede-604"
48683,"fede-115"
48685,"fede-106"
48755,"fede-117"
48761,"fede-126"
48786,"fede-117"
48814,"fede-124"
48867,"fede-111"
48894,"fede-201"
48907,"fede-413"
48931,"fede-119"
48952,"fede-245"
48964,"fede-602"
48985,"fede-402"
48986,"fede-111"
48993,"fede-407"
49006,"fede-111"
49031,"fede-601"
49036,"fede-245"
49042,"fede-129"
49044,"fede-258"
49045,"fede-206"
49100,"fede-245"
49105,"fede-111"
49110,"fede-132"
49126,"fede-113"
49128,"fede-604"
49148,"fede-401"
49159,"fede-410"
49169,"fede-420"
49189,"fede-103"
49193,"fede-132"
49206,"fede-410"
49213,"fede-113"
49220,"fede-222"
49241,"fede-131"
49274,"fede-125"
49296,"fede-115"
49298,"fede-111"
49299,"fede-101"
49314,"fede-123"
49337,"fede-221"
49348,"fede-413"
49351,"fede-405"
49376,"fede-245"
49395,"fede-117"
49399,"fede-134"
49408,"fede-413"
49435,"fede-133"
49476,"fede-604"
49479,"fede-115"
49485,"fede-125"
49506,"fede-111"
49525,"fede-602"
49550,"fede-403"
49559,"fede-113"
49564,"fede-109"
49578,"fede-220"
49580,"fede-212"
49587,"fede-420"
49588,"fede-132"
49604,"fede-111"
49610,"fede-205"
49648,"fede-132"
49654,"fede-403"
49660,"fede-132"
49683,"fede-218"
49696,"fede-245"
49697,"fede-125"
49714,"fede-129"
49716,"fede-124"
49741,"fede-221"
49753,"fede-601"
49792,"fede-604"
49798,"fede-119"
49849,"fede-131"
49852,"fede-101"
49883,"fede-249"
49885,"fede-111"
49910,"fede-242"
49912,"fede-602"
49919,"fede-132"
49933,"fede-413"
49941,"fede-604"
50013,"fede-604"
50021,"fede-604"
50022,"fede-221"
50028,"fede-132"
50034,"fede-245"
50064,"fede-111"
50089,"fede-135"
50093,"fede-113"
50112,"fede-108"
50125,"fede-242"
50143,"fede-202"
50145,"fede-210"
50179,"fede-206"
50245,"fede-101"
50252,"fede-242"
50257,"fede-121"
50281,"fede-413"
50305,"fede-413"
50309,"fede-132"
50329,"fede-402"
50334,"fede-403"
50339,"fede-245"
50345,"fede-122"
50364,"fede-221"
50365,"fede-602"
50371,"fede-109"
50380,"fede-128"
50382,"fede-601"
50384,"fede-135"
50399,"fede-123"
50424,"fede-111"
50498,"fede-413"
50506,"fede-210"
50521,"fede-111"
50532,"fede-109"
50581,"fede-407"
50618,"fede-111"
50632,"fede-115"
50655,"fede-602"
50657,"fede-603"
50664,"fede-111"
50760,"fede-119"
50805,"fede-602"
50813,"fede-242"
50868,"fede-117"
50871,"fede-109"
50879,"fede-111"
50923,"fede-603"
50968,"fede-601"
50997,"fede-111"
51000,"fede-601"
51007,"fede-124"
51056,"fede-602"
51066,"fede-117"
51089,"fede-105"
51107,"fede-111"
51116,"fede-217"
51124,"fede-111"
51132,"fede-111"
51140,"fede-601"
51152,"fede-602"
51180,"fede-132"
51182,"fede-119"
51227,"fede-604"
51231,"fede-602"
51232,"fede-212"
51234,"fede-601"
51240,"fede-136"
51243,"fede-123"
51245,"fede-115"
51257,"fede-115"
51276,"fede-111"
51292,"fede-109"
51294,"fede-132"
51309,"fede-603"
51322,"fede-111"
51324,"fede-123"
51331,"fede-111"
51334,"fede-417"
51341,"fede-103"
51350,"fede-602"
51355,"fede-110"
51380,"fede-111"
51381,"fede-261"
51402,"fede-602"
51414,"fede-602"
51424,"fede-413"
51430,"fede-109"
51436,"fede-221"
51481,"fede-603"
51486,"fede-413"
51494,"fede-219"
51498,"fede-117"
51512,"fede-111"
51515,"fede-402"
51516,"fede-102"
51522,"fede-111"
51528,"fede-101"
51533,"fede-123"
51534,"fede-111"
51565,"fede-111"
51588,"fede-602"
51592,"fede-124"
51593,"fede-111"
51609,"fede-402"
51616,"fede-413"
51631,"fede-402"
51642,"fede-111"
51645,"fede-602"
51655,"fede-111"
51687,"fede-402"
51696,"fede-218"
51702,"fede-101"
51715,"fede-123"
51718,"fede-266"
51722,"fede-206"
51754,"fede-601"
51768,"fede-111"
51791,"fede-111"
51824,"fede-503"
51846,"fede-111"
51874,"fede-604"
51883,"fede-125"
51889,"fede-111"
51902,"fede-101"
51913,"fede-124"
51914,"fede-503"
51925,"fede-132"
51934,"fede-413"
51947,"fede-413"
51977,"fede-134"
51995,"fede-405"
52031,"fede-129"
52088,"fede-245"
52104,"fede-402"
52111,"fede-602"
52122,"fede-132"
52133,"fede-101"
52153,"fede-601"
52158,"fede-602"
52170,"fede-132"
52203,"fede-123"
52211,"fede-254"
52241,"fede-404"
52247,"fede-123"
52267,"fede-108"
52281,"fede-123"
52303,"fede-603"
52336,"fede-123"
52344,"fede-602"
52360,"fede-126"
52370,"fede-245"
52380,"fede-218"
52384,"fede-503"
52406,"fede-267"
52439,"fede-402"
52460,"fede-105"
52469,"fede-501"
52509,"fede-123"
52519,"fede-101"
52525,"fede-111"
52529,"fede-123"
52530,"fede-116"
52537,"fede-254"
52551,"fede-101"
52554,"fede-125"
52557,"fede-125"
52565,"fede-114"
52571,"fede-117"
52586,"fede-604"
52601,"fede-105"
52602,"fede-111"
52620,"fede-111"
52621,"fede-242"
52638,"fede-221"
52673,"fede-111"
52679,"fede-124"
52718,"fede-122"
52720,"fede-402"
52731,"fede-402"
52742,"fede-132"
52745,"fede-111"
52754,"fede-245"
52759,"fede-117"
52778,"fede-101"
52780,"fede-111"
52782,"fede-266"
52787,"fede-105"
52788,"fede-602"
52795,"fede-261"
52800,"fede-134"
52802,"fede-109"
52807,"fede-111"
52808,"fede-122"
52817,"fede-403"
52820,"fede-111"
52826,"fede-111"
52828,"fede-402"
52829,"fede-111"
52842,"fede-420"
52867,"fede-123"
52878,"fede-117"
52897,"fede-111"
52901,"fede-106"
52903,"fede-111"
52906,"fede-221"
52907,"fede-402"
52908,"fede-602"
52911,"fede-111"
52938,"fede-111"
52946,"fede-410"
52965,"fede-111"
53047,"fede-111"
53094,"fede-111"
53107,"fede-602"
53122,"fede-111"
53164,"fede-503"
53288,"fede-117"
53338,"fede-124"
53344,"fede-111"
53345,"fede-123"
53358,"fede-111"
53359,"fede-242"
53364,"fede-503"
53379,"fede-233"
53384,"fede-111"
53400,"fede-602"
53500,"fede-133"
53504,"fede-119"
53512,"fede-114"
53526,"fede-218"
53555,"fede-602"
53558,"fede-115"
53564,"fede-602"
53565,"fede-108"
53567,"fede-413"
53571,"fede-124"
53582,"fede-101"
53685,"fede-402"
53691,"fede-602"
53733,"fede-102"
53754,"fede-135"
53758,"fede-109"
53764,"fede-133"
53768,"fede-603"
53778,"fede-111"
53798,"fede-111"
53807,"fede-111"
53824,"fede-125"
53852,"fede-111"
53874,"fede-123"
53879,"fede-111"
53885,"fede-602"
53887,"fede-123"
53917,"fede-132"
53925,"fede-402"
53931,"fede-220"
53965,"fede-138"
53970,"fede-602"
53984,"fede-111"
54018,"fede-604"
54041,"fede-604"
54058,"fede-111"
54071,"fede-402"
54148,"fede-404"
54159,"fede-111"
54165,"fede-111"
54169,"fede-132"
54172,"fede-125"
54187,"fede-125"
54222,"fede-407"
54232,"fede-123"
54268,"fede-101"
54319,"fede-111"
54323,"fede-111"
54354,"fede-602"
54364,"fede-410"
54386,"fede-245"
54400,"fede-111"
54409,"fede-237"
54430,"fede-111"
54434,"fede-256"
54450,"fede-101"
54461,"fede-106"
54466,"fede-503"
54469,"fede-106"
54472,"fede-106"
54487,"fede-111"
54506,"fede-111"
54507,"fede-111"
54539,"fede-417"
54554,"fede-602"
54556,"fede-111"
54623,"fede-402"
54632,"fede-602"
54679,"fede-111"
54692,"fede-132"
54700,"fede-211"
54714,"fede-242"
54724,"fede-134"
54760,"fede-123"
54816,"fede-108"
54862,"fede-117"
54870,"fede-123"
54873,"fede-101"
54875,"fede-111"
54878,"fede-138"
54892,"fede-132"
54921,"fede-132"
54937,"fede-133"
54941,"fede-109"
54953,"fede-604"
54973,"fede-111"
54982,"fede-403"
55002,"fede-403"
55008,"fede-101"
55035,"fede-202"
55055,"fede-132"
55066,"fede-242"
55109,"fede-402"
55149,"fede-219"
55150,"fede-221"
55175,"fede-105"
55214,"fede-123"
55228,"fede-119"
55257,"fede-602"
55293,"fede-123"
55294,"fede-503"
55297,"fede-123"
55300,"fede-109"
55307,"fede-402"
55312,"fede-132"
55336,"fede-410"
55337,"fede-420"
55358,"fede-129"
55371,"fede-115"
55378,"fede-105"
55413,"fede-109"
55435,"fede-135"
55463,"fede-133"
55482,"fede-242"
55484,"fede-111"
55508,"fede-109"
55536,"fede-126"
55560,"fede-604"
55659,"fede-111"
55674,"fede-103"
55726,"fede-124"
55740,"fede-413"
55742,"fede-111"
55764,"fede-111"
55778,"fede-109"
55783,"fede-105"
55798,"fede-123"
55809,"fede-129"
55816,"fede-111"
55824,"fede-111"
55825,"fede-413"
55833,"fede-245"
55841,"fede-124"
55846,"fede-218"
55879,"fede-604"
55885,"fede-252"
55892,"fede-404"
55922,"fede-105"
55942,"fede-111"
55950,"fede-117"
55980,"fede-111"
56001,"fede-413"
56022,"fede-111"
56041,"fede-111"
56048,"fede-117"
56074,"fede-111"
56091,"fede-128"
56103,"fede-258"
56118,"fede-128"
56162,"fede-413"
56181,"fede-413"
56196,"fede-111"
56212,"fede-117"
56220,"fede-132"
56234,"fede-101"
56235,"fede-105"
56245,"fede-604"
56259,"fede-108"
56307,"fede-202"
56331,"fede-210"
56333,"fede-111"
56348,"fede-413"
56358,"fede-402"
56365,"fede-111"
56393,"fede-233"
56394,"fede-604"
56413,"fede-109"
56418,"fede-413"
56434,"fede-125"
56454,"fede-122"
56457,"fede-111"
56462,"fede-242"
56468,"fede-111"
56501,"fede-103"
56511,"fede-602"
56570,"fede-101"
56583,"fede-413"
56595,"fede-111"
56615,"fede-115"
56652,"fede-407"
56655,"fede-602"
56693,"fede-111"
56702,"fede-103"
56704,"fede-111"
56705,"fede-407"
56734,"fede-111"
56758,"fede-221"
56790,"fede-132"
56828,"fede-413"
56860,"fede-111"
56863,"fede-107"
56876,"fede-111"
56906,"fede-410"
56914,"fede-106"
56917,"fede-233"
56919,"fede-202"
56931,"fede-212"
56967,"fede-127"
56982,"fede-601"
57008,"fede-206"
57014,"fede-109"
57016,"fede-119"
57028,"fede-602"
57032,"fede-415"
57073,"fede-117"
57128,"fede-117"
57129,"fede-111"
57133,"fede-101"
57204,"fede-413"
57278,"fede-107"
57290,"fede-132"
57320,"fede-403"
57331,"fede-109"
57361,"fede-111"
57390,"fede-245"
57400,"fede-111"
57445,"fede-105"
57454,"fede-111"
57476,"fede-602"
57486,"fede-602"
57489,"fede-413"
57497,"fede-123"
57521,"fede-111"
57545,"fede-245"
57565,"fede-111"
57566,"fede-605"
57582,"fede-111"
57604,"fede-111"
57609,"fede-108"
57622,"fede-111"
57624,"fede-115"
57626,"fede-133"
57653,"fede-602"
57665,"fede-111"
57682,"fede-133"
57688,"fede-109"
57706,"fede-111"
57725,"fede-242"
57744,"fede-109"
57785,"fede-124"
57820,"fede-413"
57834,"fede-214"
57845,"fede-115"
57857,"fede-233"
57898,"fede-124"
57954,"fede-127"
57961,"fede-109"
57970,"fede-111"
57977,"fede-250"
57981,"fede-605"
57987,"fede-109"
57997,"fede-105"
58001,"fede-413"
58034,"fede-242"
58038,"fede-123"
58080,"fede-123"
58099,"fede-111"
58117,"fede-420"
58120,"fede-119"
58121,"fede-233"
58129,"fede-413"
58131,"fede-119"
58148,"fede-123"
58168,"fede-242"
58176,"fede-101"
58203,"fede-109"
58213,"fede-117"
58217,"fede-604"
58223,"fede-123"
58235,"fede-603"
58267,"fede-111"
58270,"fede-603"
58273,"fede-123"
58288,"fede-233"
58293,"fede-413"
58305,"fede-413"
58314,"fede-604"
58327,"fede-132"
58350,"fede-413"
58355,"fede-242"
58363,"fede-212"
58370,"fede-105"
58378,"fede-109"
58395,"fede-115"
58401,"fede-404"
58421,"fede-413"
58432,"fede-132"
58443,"fede-121"
58446,"fede-242"
58447,"fede-201"
58455,"fede-105"
58458,"fede-133"
58461,"fede-413"
58466,"fede-413"
58476,"fede-221"
58499,"fede-105"
58520,"fede-242"
58522,"fede-132"
58524,"fede-109"
58533,"fede-125"
58541,"fede-103"
58568,"fede-124"
58577,"fede-111"
58605,"fede-413"
58623,"fede-115"
58712,"fede-420"
58721,"fede-133"
58727,"fede-109"
58733,"fede-413"
58738,"fede-413"
58751,"fede-105"
58793,"fede-111"
58801,"fede-109"
58823,"fede-242"
58843,"fede-413"
58859,"fede-103"
58863,"fede-109"
58870,"fede-413"
58878,"fede-413"
58890,"fede-111"
58906,"fede-111"
58910,"fede-111"
58920,"fede-133"
58925,"fede-604"
58926,"fede-123"
58954,"fede-133"
58958,"fede-119"
58964,"fede-413"
58978,"fede-241"
58983,"fede-602"
58986,"fede-115"
58988,"fede-137"
59000,"fede-129"
59004,"fede-131"
59024,"fede-242"
59030,"fede-111"
59031,"fede-413"
59038,"fede-124"
59041,"fede-126"
59047,"fede-124"
59054,"fede-604"
59064,"fede-129"
59095,"fede-133"
59106,"fede-413"
59111,"fede-133"
59133,"fede-420"
59140,"fede-403"
59141,"fede-101"
59150,"fede-245"
59169,"fede-123"
59175,"fede-402"
59177,"fede-111"
59184,"fede-413"
59199,"fede-241"
59210,"fede-132"
59241,"fede-242"
59255,"fede-404"
59270,"fede-249"
59304,"fede-242"
59313,"fede-109"
59316,"fede-115"
59319,"fede-111"
59322,"fede-210"
59324,"fede-117"
59332,"fede-242"
59333,"fede-111"
59353,"fede-101"
59364,"fede-115"
59372,"fede-125"
59384,"fede-218"
59404,"fede-603"
59426,"fede-132"
59432,"fede-115"
59434,"fede-503"
59438,"fede-604"
59450,"fede-132"
59456,"fede-133"
59476,"fede-413"
59487,"fede-249"
59524,"fede-135"
59560,"fede-241"
59562,"fede-111"
59568,"fede-602"
59583,"fede-117"
59585,"fede-132"
59592,"fede-133"
59623,"fede-604"
59624,"fede-218"
59632,"fede-249"
59634,"fede-133"
59639,"fede-213"
59646,"fede-413"
59652,"fede-410"
59683,"fede-123"
59684,"fede-237"
59698,"fede-417"
59704,"fede-101"
59714,"fede-111"
59746,"fede-602"
59757,"fede-133"
59767,"fede-123"
59794,"fede-111"
59809,"fede-420"
59813,"fede-201"
59818,"fede-245"
59831,"fede-132"
59848,"fede-401"
59870,"fede-201"
59872,"fede-125"
59876,"fede-410"
59880,"fede-101"
59899,"fede-132"
59902,"fede-111"
59903,"fede-245"
59929,"fede-101"
59950,"fede-133"
59962,"fede-111"
59973,"fede-125"
60008,"fede-111"
60012,"fede-111"
60019,"fede-133"
60080,"fede-133"
60088,"fede-604"
60090,"fede-107"
60147,"fede-133"
60180,"fede-109"
60212,"fede-132"
60222,"fede-503"
60230,"fede-108"
60262,"fede-604"
60299,"fede-410"
60315,"fede-133"
60318,"fede-413"
60321,"fede-401"
60336,"fede-111"
60341,"fede-111"
60350,"fede-106"
60358,"fede-402"
60432,"fede-258"
60468,"fede-604"
60470,"fede-248"
60496,"fede-134"
60502,"fede-245"
60516,"fede-403"
60547,"fede-101"
60559,"fede-106"
60573,"fede-402"
60577,"fede-218"
60580,"fede-129"
60592,"fede-242"
60597,"fede-604"
60646,"fede-111"
60649,"fede-134"
60661,"fede-407"
60675,"fede-403"
60690,"fede-402"
60691,"fede-604"
60731,"fede-133"
60748,"fede-117"
60772,"fede-212"
60778,"fede-604"
60810,"fede-123"
60836,"fede-221"
60851,"fede-604"
60903,"fede-132"
60914,"fede-201"
60923,"fede-133"
60932,"fede-402"
60956,"fede-133"
60966,"fede-109"
60977,"fede-402"
60979,"fede-503"
60988,"fede-129"
60993,"fede-101"
60999,"fede-137"
61041,"fede-402"
61069,"fede-123"
61070,"fede-242"
61074,"fede-245"
61095,"fede-402"
61103,"fede-108"
61117,"fede-117"
61137,"fede-242"
61139,"fede-401"
61140,"fede-245"
61162,"fede-109"
61189,"fede-125"
61234,"fede-111"
61287,"fede-410"
61294,"fede-261"
61297,"fede-128"
61305,"fede-109"
61313,"fede-604"
61314,"fede-602"
61317,"fede-602"
61320,"fede-103"
61344,"fede-117"
61347,"fede-115"
61350,"fede-111"
61357,"fede-111"
61372,"fede-121"
61386,"fede-111"
61394,"fede-113"
61442,"fede-129"
61455,"fede-101"
61483,"fede-109"
61502,"fede-111"
61505,"fede-126"
61518,"fede-119"
61534,"fede-105"
61537,"fede-420"
61556,"fede-242"
61564,"fede-111"
61593,"fede-403"
61601,"fede-410"
61620,"fede-402"
61656,"fede-111"
61662,"fede-245"
61675,"fede-204"
61692,"fede-403"
61703,"fede-111"
61724,"fede-111"
61737,"fede-402"
61746,"fede-233"
61747,"fede-103"
61750,"fede-201"
61752,"fede-111"
61755,"fede-101"
61767,"fede-111"
61771,"fede-218"
61774,"fede-113"
61790,"fede-132"
61791,"fede-111"
61814,"fede-111"
61816,"fede-111"
61820,"fede-111"
61847,"fede-121"
61854,"fede-103"
61864,"fede-123"
61877,"fede-111"
61878,"fede-111"
61886,"fede-210"
61894,"fede-111"
61907,"fede-222"
61909,"fede-111"
61912,"fede-401"
61925,"fede-123"
61972,"fede-133"
61983,"fede-111"
61995,"fede-410"
62000,"fede-125"
62031,"fede-127"
62050,"fede-101"
62070,"fede-602"
62078,"fede-111"
62128,"fede-124"
62137,"fede-410"
62149,"fede-604"
62165,"fede-111"
62182,"fede-111"
62195,"fede-403"
62203,"fede-201"
62209,"fede-105"
62211,"fede-111"
62229,"fede-267"
62246,"fede-125"
62247,"fede-403"
62254,"fede-109"
62271,"fede-403"
62281,"fede-111"
62297,"fede-255"
62318,"fede-118"
62344,"fede-105"
62371,"fede-105"
62384,"fede-135"
62388,"fede-113"
62394,"fede-403"
62424,"fede-111"
62503,"fede-401"
62549,"fede-132"
62586,"fede-134"
62588,"fede-132"
62633,"fede-604"
62667,"fede-415"
62717,"fede-403"
62721,"fede-601"
62730,"fede-101"
62763,"fede-132"
62773,"fede-113"
62787,"fede-111"
62800,"fede-413"
62802,"fede-403"
62826,"fede-123"
62830,"fede-101"
62869,"fede-105"
