PRIMARY_KEY,Former_occupation_42,Former_emp,retirement_age
41531,"csp_3_7","temp-1-5",60
41535,"csp_2_1","temp-2-1",60
41536,"csp_1_1","temp-2-1",65
41554,"csp_5_5","temp-1-6",54
41557,"csp_5_6","temp-1-5",65
41570,"csp_6_8","temp-1-2",65
41584,"csp_5_4","temp-1-6",60
41604,"csp_5_5","temp-1-6",60
41605,"csp_1_1","temp-2-1",60
41622,"csp_1_1","temp-2-1",65
41629,"csp_4_7","temp-1-6",65
41671,"csp_5_2","temp-1-6",62
41672,"csp_3_4","temp-1-6",57
41677,"csp_4_3","temp-2-1",60
41708,"csp_4_6","temp-1-6",56
41716,"csp_5_6","temp-1-6",60
41723,"csp_2_3","temp-2-2",52
41727,"csp_6_2","temp-1-6",60
41735,"csp_5_2","temp-1-6",57
41748,"csp_2_1","temp-2-2",63
41752,"csp_1_2","temp-2-1",60
41755,"csp_1_1","temp-2-1",60
41761,"csp_2_2","temp-2-1",60
41776,"csp_6_3","temp-1-6",60
41807,"csp_6_4","temp-1-6",65
41811,"csp_5_6","temp-1-6",64
41814,"csp_6_3","temp-1-6",61
41815,"csp_1_1","temp-2-1",60
41818,"csp_2_1","temp-2-1",58
41824,"csp_2_2","temp-2-1",60
41831,"csp_2_1","temp-2-1",60
41832,"csp_5_4","temp-1-6",60
41837,"csp_6_3","temp-1-6",62
41844,"csp_2_1","temp-2-2",60
41846,"csp_5_5","temp-1-6",60
41851,"csp_5_6","temp-1-6",60
41857,"csp_1_1","temp-2-1",60
41864,"csp_5_4","temp-1-6",61
41865,"csp_4_5","temp-1-6",65
41866,"csp_5_6","temp-1-5",60
41867,"csp_2_1","temp-2-1",61
41878,"csp_4_8","temp-1-6",58
41882,"csp_6_2","temp-1-6",60
41898,"csp_6_9","temp-1-6",66
41902,"csp_4_6","temp-1-6",60
41905,"csp_5_4","temp-1-6",60
41908,"csp_6_4","temp-1-6",60
41913,"csp_5_6","temp-1-6",61
41927,"csp_5_2","temp-1-6",60
41930,"csp_6_5","temp-1-6",60
41935,"csp_4_2","temp-1-6",60
41943,"csp_4_3","temp-1-5",60
41946,"csp_5_6","temp-1-6",60
41951,"csp_5_6","temp-1-6",64
41957,"csp_4_8","temp-1-6",60
41967,"csp_4_6","temp-1-6",60
41969,"csp_1_1","temp-2-1",60
41970,"csp_5_4","temp-1-6",64
41975,"csp_4_6","temp-1-6",60
41994,"csp_4_3","temp-1-6",65
41999,"csp_6_7","temp-1-6",60
42011,"csp_1_1","temp-2-1",64
42022,"csp_5_5","temp-1-6",61
42030,"csp_3_7","temp-1-6",66
42031,"csp_6_4","temp-1-6",60
42045,"csp_6_3","temp-1-6",60
42057,"csp_6_3","temp-1-6",57
42060,"csp_5_5","temp-1-6",55
42063,"csp_2_2","temp-2-2",60
42079,"csp_4_2","temp-1-6",56
42087,"csp_5_4","temp-1-6",65
42090,"csp_6_2","temp-1-6",60
42092,"csp_6_3","temp-1-6",60
42099,"csp_5_4","temp-1-6",60
42101,"csp_6_3","temp-1-6",60
42116,"csp_6_8","temp-1-6",55
42118,"csp_5_6","temp-1-6",65
42123,"csp_5_2","temp-1-6",54
42134,"csp_5_2","temp-1-6",60
42148,"csp_6_7","temp-1-6",61
42161,"csp_6_9","temp-1-6",65
42169,"csp_4_6","temp-1-6",65
42177,"csp_4_8","temp-1-6",60
42187,"csp_1_2","temp-2-1",65
42188,"csp_5_2","temp-1-6",57
42190,"csp_6_3","temp-1-6",53
42191,"csp_1_1","temp-2-1",60
42201,"csp_5_2","temp-1-6",60
42207,"csp_4_5","temp-1-6",60
42214,"csp_4_3","temp-1-6",62
42235,"csp_4_5","temp-1-6",60
42240,"csp_4_6","temp-1-6",56
42246,"csp_5_2","temp-1-6",60
42248,"csp_6_2","temp-1-6",60
42249,"csp_5_2","temp-1-6",57
42250,"csp_6_5","temp-1-6",60
42252,"csp_6_7","temp-1-6",60
42254,"csp_6_7","temp-1-6",60
42255,"csp_6_2","temp-1-6",57
42261,"csp_6_2","temp-1-6",60
42272,"csp_3_4","temp-1-6",65
42275,"csp_6_7","temp-1-6",60
42280,"csp_6_7","temp-1-6",60
42287,"csp_6_2","temp-1-6",60
42297,"csp_5_4","temp-1-6",62
42326,"csp_6_3","temp-1-5",59
42327,"csp_5_5","temp-1-5",60
42330,"csp_1_1","temp-2-2",65
42345,"csp_6_4","temp-1-6",58
42352,"csp_6_4","temp-1-6",60
42356,"csp_4_5","temp-1-5",60
42360,"csp_6_3","temp-1-6",56
42364,"csp_5_5","temp-1-6",55
42373,"csp_3_8","temp-1-6",57
42377,"csp_5_5","temp-1-6",60
42378,"csp_2_1","temp-2-1",60
42387,"csp_3_4","temp-1-6",60
42395,"csp_2_2","temp-2-1",59
42413,"csp_6_2","temp-1-6",65
42425,"csp_1_1","temp-2-1",63
42427,"csp_5_5","temp-1-6",65
42429,"csp_4_5","temp-1-6",65
42435,"csp_5_4","temp-1-6",55
42440,"csp_6_8","temp-1-6",56
42452,"csp_5_4","temp-1-6",60
42459,"csp_4_7","temp-1-6",58
42469,"csp_3_1","temp-2-2",55
42470,"csp_3_1","temp-2-2",60
42498,"csp_5_2","temp-1-6",65
42509,"csp_6_9","temp-1-5",62
42510,"csp_3_8","temp-1-6",59
42527,"csp_2_1","temp-2-1",57
42536,"csp_5_4","temp-1-6",65
42548,"csp_4_3","temp-1-6",60
42550,"csp_6_7","temp-1-6",60
42554,"csp_3_8","temp-1-6",60
42555,"csp_5_6","temp-1-6",60
42573,"csp_6_2","temp-1-6",60
42585,"csp_1_3","temp-2-2",58
42586,"csp_4_4","temp-1-6",60
42588,"csp_4_5","temp-1-6",56
42594,"csp_5_2","temp-1-6",60
42598,"csp_1_1","temp-2-1",56
42600,"csp_2_1","temp-2-1",55
42601,"csp_5_6","temp-1-6",65
42613,"csp_4_6","temp-1-6",60
42626,"csp_4_5","temp-1-6",65
42633,"csp_4_2","temp-1-5",60
42639,"csp_3_8","temp-1-6",60
42644,"csp_5_4","temp-1-6",60
42646,"csp_4_5","temp-1-6",57
42647,"csp_4_7","temp-1-6",55
42654,"csp_5_5","temp-1-6",60
42657,"csp_3_1","temp-2-2",60
42681,"csp_3_1","temp-1-6",64
42682,"csp_4_6","temp-1-6",60
42708,"csp_4_6","temp-1-6",59
42734,"csp_6_8","temp-1-6",60
42736,"csp_4_6","temp-2-1",62
42738,"csp_6_5","temp-1-6",64
42741,"csp_6_8","temp-1-6",55
42742,"csp_1_1","temp-2-1",63
42746,"csp_5_4","temp-1-6",60
42748,"csp_1_1","temp-2-1",65
42755,"csp_1_1","temp-2-1",60
42771,"csp_4_6","temp-1-6",60
42801,"csp_6_8","temp-1-6",60
42804,"csp_5_2","temp-1-3",55
42809,"csp_2_3","temp-2-2",63
42810,"csp_1_1","temp-2-2",60
42819,"csp_5_4","temp-1-5",65
42846,"csp_6_7","temp-1-6",60
42853,"csp_1_1","temp-2-1",60
42855,"csp_5_2","temp-1-6",63
42870,"csp_6_5","temp-1-6",60
42876,"csp_2_2","temp-2-1",60
42877,"csp_4_7","temp-1-6",61
42884,"csp_4_7","temp-1-6",52
42886,"csp_6_5","temp-1-6",60
42891,"csp_6_3","temp-1-6",60
42900,"csp_5_5","temp-1-6",60
42903,"csp_1_1","temp-2-3",60
42905,"csp_6_3","temp-1-6",60
42923,"csp_6_7","temp-1-6",57
42924,"csp_6_2","temp-1-6",63
42940,"csp_1_1","temp-2-1",57
42945,"csp_4_2","temp-1-6",58
42946,"csp_1_3","temp-2-2",60
42952,"csp_6_7","temp-1-6",56
42959,"csp_4_6","temp-1-6",60
42961,"csp_5_2","temp-1-3",65
42970,"csp_4_8","temp-1-6",60
42972,"csp_5_2","temp-1-3",57
42980,"csp_3_1","temp-2-2",57
42981,"csp_4_6","temp-1-5",60
42982,"csp_5_4","temp-1-6",62
42994,"csp_5_2","temp-1-6",60
43011,"csp_1_1","temp-2-2",65
43015,"csp_5_3","temp-1-5",61
43017,"csp_1_3","temp-2-2",60
43021,"csp_5_5","temp-1-6",60
43027,"csp_4_7","temp-1-6",59
43032,"csp_5_2","temp-1-6",65
43038,"csp_3_3","temp-1-6",57
43043,"csp_6_2","temp-1-6",60
43054,"csp_5_5","temp-1-6",65
43056,"csp_6_7","temp-1-2",60
43058,"csp_5_4","temp-1-6",60
43060,"csp_3_8","temp-1-6",64
43063,"csp_5_2","temp-1-6",60
43072,"csp_4_8","temp-1-6",62
43081,"csp_4_6","temp-1-6",61
43099,"csp_2_2","temp-2-1",65
43106,"csp_5_6","temp-1-5",65
43107,"csp_3_1","temp-2-2",60
43115,"csp_5_4","temp-1-6",65
43122,"csp_3_4","temp-1-6",57
43127,"csp_4_3","temp-1-6",61
43131,"csp_5_4","temp-1-6",60
43135,"csp_5_4","temp-1-6",60
43140,"csp_1_3","temp-2-3",55
43155,"csp_5_6","temp-1-6",59
43162,"csp_2_1","temp-2-2",55
43163,"csp_2_1","temp-2-1",59
43171,"csp_5_4","temp-1-6",60
43173,"csp_3_8","temp-1-6",55
43186,"csp_5_2","temp-1-6",60
43200,"csp_4_3","temp-1-6",60
43201,"csp_5_2","temp-1-6",60
43203,"csp_6_8","temp-1-6",59
43216,"csp_5_4","temp-1-6",61
43221,"csp_6_5","temp-1-6",59
43242,"csp_6_2","temp-1-6",63
43251,"csp_5_2","temp-1-6",60
43253,"csp_6_5","temp-1-5",60
43256,"csp_2_1","temp-2-2",66
43262,"csp_2_1","temp-2-2",65
43274,"csp_4_6","temp-1-6",65
43275,"csp_5_2","temp-1-6",60
43277,"csp_5_2","temp-1-6",60
43289,"csp_6_5","temp-1-6",56
43292,"csp_3_8","temp-1-6",60
43296,"csp_5_5","temp-1-6",60
43298,"csp_4_5","temp-1-6",60
43301,"csp_6_3","temp-1-6",65
43303,"csp_5_2","temp-1-6",60
43312,"csp_5_2","temp-1-6",60
43313,"csp_2_1","temp-2-1",58
43315,"csp_5_2","temp-1-6",65
43340,"csp_6_4","temp-1-6",64
43345,"csp_5_6","temp-1-6",60
43354,"csp_5_2","temp-1-6",60
43363,"csp_6_9","temp-1-5",63
43367,"csp_1_1","temp-2-1",60
43383,"csp_5_2","temp-1-6",52
43390,"csp_5_6","temp-1-6",62
43391,"csp_5_2","temp-1-3",60
43394,"csp_2_2","temp-2-1",57
43401,"csp_2_3","temp-2-2",60
43404,"csp_6_8","temp-1-6",58
43405,"csp_5_2","temp-1-6",60
43416,"csp_6_8","temp-1-6",54
43426,"csp_5_6","temp-1-5",56
43428,"csp_5_4","temp-1-6",60
43435,"csp_1_1","temp-2-1",60
43442,"csp_5_6","temp-1-5",65
43452,"csp_5_6","temp-1-6",64
43456,"csp_5_4","temp-1-6",60
43465,"csp_4_5","temp-1-6",65
43470,"csp_6_4","temp-1-6",60
43478,"csp_5_4","temp-1-6",65
43487,"csp_5_6","temp-1-6",65
43499,"csp_5_2","temp-1-6",57
43503,"csp_6_7","temp-1-6",56
43507,"csp_6_3","temp-1-6",65
43514,"csp_6_2","temp-1-6",62
43517,"csp_5_6","temp-1-6",61
43522,"csp_6_7","temp-1-2",65
43532,"csp_4_3","temp-2-1",60
43555,"csp_2_2","temp-2-1",64
43559,"csp_6_5","temp-1-6",56
43561,"csp_6_7","temp-1-6",60
43576,"csp_1_3","temp-2-2",65
43577,"csp_4_6","temp-1-6",57
43585,"csp_5_2","temp-1-6",60
43604,"csp_5_4","temp-1-6",62
43615,"csp_6_7","temp-1-6",60
43623,"csp_6_4","temp-1-6",64
43630,"csp_5_6","temp-1-6",59
43636,"csp_5_2","temp-1-6",56
43638,"csp_5_2","temp-1-5",62
43648,"csp_5_2","temp-1-6",57
43653,"csp_1_1","temp-2-1",65
43657,"csp_4_8","temp-1-6",61
43665,"csp_5_2","temp-1-6",60
43666,"csp_2_2","temp-2-1",60
43672,"csp_6_8","temp-1-6",64
43677,"csp_5_4","temp-1-6",65
43680,"csp_5_4","temp-1-6",60
43681,"csp_3_8","temp-1-6",60
43684,"csp_5_2","temp-1-6",59
43686,"csp_1_1","temp-2-1",60
43696,"csp_3_4","temp-1-6",60
43700,"csp_1_2","temp-2-1",60
43708,"csp_6_8","temp-1-6",62
43719,"csp_2_1","temp-2-1",61
43727,"csp_5_6","temp-1-6",60
43738,"csp_2_2","temp-2-1",60
43747,"csp_6_7","temp-1-2",58
43750,"csp_1_1","temp-2-1",60
43802,"csp_5_2","temp-1-6",60
43806,"csp_4_6","temp-1-6",62
43808,"csp_6_3","temp-1-6",60
43811,"csp_6_3","temp-1-6",59
43815,"csp_5_6","temp-1-5",65
43816,"csp_1_1","temp-2-2",64
43820,"csp_1_3","temp-2-2",64
43829,"csp_1_1","temp-2-1",60
43843,"csp_4_6","temp-1-6",60
43862,"csp_6_8","temp-1-6",60
43865,"csp_6_8","temp-1-6",65
43870,"csp_6_4","temp-1-6",60
43891,"csp_6_7","temp-1-6",60
43901,"csp_5_2","temp-1-6",65
43902,"csp_4_7","temp-1-6",65
43908,"csp_5_4","temp-1-6",64
43911,"csp_3_4","temp-1-6",60
43914,"csp_5_4","temp-1-6",63
43917,"csp_5_2","temp-1-6",57
43924,"csp_5_2","temp-1-6",52
43939,"csp_4_7","temp-1-6",60
43948,"csp_6_8","temp-1-5",60
43957,"csp_6_9","temp-1-6",62
43962,"csp_6_4","temp-1-6",60
43968,"csp_3_7","temp-1-6",65
43970,"csp_5_2","temp-1-6",60
43991,"csp_3_4","temp-1-6",60
43996,"csp_5_2","temp-1-6",65
44005,"csp_5_6","temp-1-6",63
44006,"csp_2_1","temp-2-2",62
44008,"csp_6_3","temp-1-3",60
44020,"csp_6_8","temp-1-6",60
44021,"csp_6_7","temp-1-6",62
44025,"csp_5_2","temp-1-6",60
44029,"csp_1_1","temp-2-1",58
44030,"csp_6_7","temp-1-6",60
44033,"csp_2_1","temp-2-1",60
44036,"csp_5_6","temp-1-6",63
44037,"csp_4_6","temp-1-6",60
44040,"csp_6_4","temp-1-6",60
44079,"csp_3_5","temp-1-6",65
44081,"csp_5_2","temp-1-6",60
44083,"csp_6_8","temp-1-5",60
44089,"csp_4_5","temp-1-6",56
44108,"csp_5_2","temp-1-6",60
44123,"csp_4_5","temp-1-6",60
44137,"csp_3_7","temp-1-6",65
44140,"csp_4_5","temp-1-6",60
44143,"csp_4_3","temp-2-1",60
44145,"csp_3_7","temp-1-6",60
44147,"csp_5_2","temp-1-6",65
44155,"csp_5_6","temp-1-5",60
44161,"csp_4_5","temp-1-6",60
44186,"csp_6_3","temp-1-6",60
44188,"csp_3_7","temp-1-6",64
44196,"csp_2_2","temp-2-1",60
44201,"csp_1_1","temp-2-1",65
44207,"csp_6_5","temp-1-6",57
44220,"csp_5_2","temp-1-6",61
44227,"csp_6_4","temp-1-6",60
44230,"csp_6_3","temp-1-6",54
44236,"csp_5_2","temp-1-6",60
44260,"csp_4_6","temp-1-6",60
44267,"csp_6_7","temp-1-6",63
44274,"csp_6_7","temp-1-6",60
44276,"csp_4_6","temp-1-6",60
44280,"csp_4_3","temp-1-6",65
44282,"csp_6_7","temp-1-6",60
44285,"csp_4_7","temp-1-6",60
44287,"csp_5_2","temp-1-5",62
44292,"csp_6_2","temp-1-5",55
44300,"csp_5_2","temp-1-6",60
44304,"csp_6_5","temp-1-6",60
44318,"csp_6_5","temp-1-6",60
44326,"csp_5_2","temp-1-6",65
44330,"csp_5_2","temp-1-6",62
44332,"csp_6_7","temp-1-6",60
44350,"csp_6_3","temp-1-6",62
44357,"csp_6_3","temp-1-6",60
44374,"csp_4_6","temp-1-6",61
44384,"csp_2_2","temp-2-2",60
44395,"csp_5_4","temp-1-6",55
44398,"csp_5_6","temp-1-5",59
44402,"csp_4_6","temp-1-6",60
44407,"csp_1_1","temp-2-1",63
44411,"csp_3_1","temp-2-2",58
44412,"csp_5_6","temp-1-6",62
44430,"csp_2_2","temp-2-1",60
44437,"csp_5_2","temp-1-6",60
44439,"csp_5_2","temp-1-3",60
44453,"csp_6_7","temp-1-6",60
44456,"csp_6_3","temp-1-6",54
44463,"csp_5_5","temp-1-6",64
44466,"csp_6_9","temp-1-6",60
44468,"csp_6_7","temp-1-5",60
44473,"csp_6_8","temp-1-6",60
44480,"csp_2_2","temp-2-1",59
44512,"csp_6_3","temp-1-6",60
44525,"csp_5_2","temp-1-6",60
44540,"csp_5_2","temp-1-6",65
44541,"csp_4_3","temp-1-6",60
44545,"csp_6_4","temp-1-6",60
44553,"csp_6_2","temp-1-6",56
44559,"csp_2_1","temp-2-1",60
44570,"csp_4_7","temp-1-6",55
44577,"csp_6_3","temp-1-6",59
44583,"csp_4_6","temp-1-6",60
44584,"csp_5_2","temp-1-6",63
44595,"csp_4_7","temp-1-6",65
44597,"csp_5_2","temp-1-6",60
44605,"csp_4_6","temp-1-6",60
44608,"csp_6_5","temp-1-6",65
44618,"csp_5_4","temp-1-6",65
44636,"csp_4_6","temp-1-6",60
44643,"csp_5_6","temp-1-6",60
44644,"csp_4_2","temp-1-6",60
44656,"csp_5_5","temp-1-6",61
44670,"csp_5_2","temp-1-5",65
44679,"csp_5_2","temp-1-6",58
44680,"csp_6_9","temp-1-5",63
44681,"csp_6_2","temp-1-6",60
44686,"csp_5_6","temp-1-6",65
44687,"csp_3_1","temp-2-2",65
44692,"csp_6_8","temp-1-6",61
44701,"csp_5_4","temp-1-6",61
44722,"csp_4_7","temp-1-6",60
44726,"csp_5_5","temp-1-6",60
44732,"csp_1_3","temp-2-2",60
44741,"csp_5_6","temp-1-6",65
44744,"csp_4_5","temp-1-3",65
44792,"csp_5_2","temp-1-6",60
44798,"csp_6_7","temp-1-6",60
44799,"csp_5_2","temp-1-6",60
44800,"csp_6_4","temp-1-6",60
44810,"csp_1_1","temp-2-1",60
44816,"csp_3_3","temp-1-6",61
44818,"csp_6_4","temp-1-6",57
44821,"csp_5_3","temp-1-6",60
44822,"csp_1_1","temp-2-1",60
44837,"csp_6_4","temp-1-6",60
44840,"csp_6_5","temp-1-3",60
44851,"csp_6_3","temp-1-5",56
44852,"csp_6_2","temp-1-6",60
44863,"csp_6_9","temp-1-5",60
44871,"csp_6_5","temp-1-6",60
44882,"csp_6_8","temp-1-6",65
44891,"csp_2_2","temp-2-1",60
44892,"csp_6_4","temp-1-6",60
44896,"csp_4_7","temp-1-6",63
44908,"csp_4_7","temp-1-6",60
44909,"csp_4_3","temp-1-6",60
44913,"csp_5_4","temp-1-6",65
44927,"csp_4_5","temp-1-6",64
44928,"csp_6_8","temp-1-6",57
44938,"csp_4_6","temp-1-6",62
44940,"csp_5_6","temp-1-6",60
44944,"csp_6_3","temp-1-6",58
44958,"csp_6_3","temp-1-6",60
44960,"csp_5_2","temp-1-6",60
44961,"csp_1_1","temp-2-1",60
44962,"csp_6_4","temp-1-6",60
44968,"csp_6_7","temp-1-6",60
44973,"csp_6_4","temp-1-6",60
44978,"csp_1_3","temp-2-2",58
44986,"csp_6_8","temp-1-6",56
45001,"csp_1_1","temp-2-1",60
45007,"csp_6_3","temp-1-6",60
45008,"csp_5_6","temp-1-6",60
45011,"csp_5_6","temp-1-6",61
45012,"csp_5_6","temp-1-6",60
45016,"csp_4_5","temp-1-6",57
45020,"csp_4_6","temp-1-6",60
45022,"csp_6_5","temp-1-5",59
45024,"csp_4_6","temp-1-6",60
45032,"csp_5_5","temp-1-6",60
45041,"csp_6_7","temp-1-6",60
45052,"csp_4_5","temp-1-6",60
45055,"csp_6_8","temp-1-6",60
45056,"csp_4_6","temp-1-6",63
45058,"csp_4_8","temp-1-6",63
45068,"csp_1_1","temp-2-1",60
45074,"csp_6_7","temp-1-6",60
45078,"csp_3_1","temp-2-1",60
45081,"csp_6_3","temp-1-6",59
45085,"csp_6_7","temp-1-6",55
45088,"csp_6_4","temp-1-6",59
45103,"csp_5_2","temp-1-5",62
45111,"csp_5_4","temp-1-6",65
45113,"csp_6_3","temp-1-6",60
45116,"csp_1_1","temp-2-1",53
45120,"csp_6_2","temp-1-3",63
45121,"csp_5_2","temp-1-6",60
45122,"csp_1_3","temp-2-2",60
45131,"csp_4_3","temp-1-6",65
45140,"csp_4_6","temp-1-6",60
45141,"csp_3_7","temp-1-6",54
45148,"csp_6_3","temp-1-6",60
45156,"csp_5_4","temp-1-6",60
45160,"csp_6_7","temp-1-5",55
45162,"csp_5_2","temp-1-5",61
45176,"csp_6_4","temp-1-5",65
45190,"csp_6_4","temp-1-6",60
45195,"csp_5_4","temp-1-6",60
45196,"csp_4_3","temp-2-1",58
45199,"csp_5_2","temp-1-6",56
45209,"csp_6_3","temp-1-6",60
45213,"csp_6_3","temp-1-6",60
45215,"csp_4_7","temp-1-6",65
45222,"csp_5_2","temp-1-6",65
45227,"csp_1_1","temp-2-1",64
45230,"csp_3_4","temp-1-6",60
45236,"csp_5_4","temp-1-6",62
45240,"csp_5_2","temp-1-6",53
45265,"csp_6_4","temp-1-6",60
45277,"csp_4_6","temp-1-6",60
45285,"csp_2_1","temp-2-1",60
45291,"csp_1_1","temp-2-1",65
45302,"csp_5_2","temp-1-6",60
45303,"csp_5_6","temp-1-6",60
45304,"csp_6_4","temp-1-6",60
45309,"csp_6_8","temp-1-6",55
45312,"csp_1_1","temp-2-1",65
45315,"csp_5_2","temp-1-5",65
45323,"csp_5_2","temp-1-6",56
45331,"csp_1_1","temp-2-1",60
45334,"csp_2_2","temp-2-1",60
45335,"csp_6_7","temp-1-6",65
45352,"csp_3_1","temp-2-2",60
45360,"csp_1_1","temp-2-1",60
45363,"csp_1_3","temp-2-2",60
45375,"csp_5_4","temp-1-5",60
45382,"csp_6_4","temp-1-6",60
45383,"csp_5_5","temp-1-6",60
45386,"csp_4_3","temp-2-1",65
45396,"csp_5_6","temp-1-6",60
45413,"csp_6_2","temp-1-6",58
45416,"csp_3_1","temp-2-2",64
45422,"csp_5_6","temp-1-6",65
45445,"csp_5_6","temp-1-6",65
45446,"csp_5_4","temp-1-6",63
45449,"csp_3_8","temp-1-6",57
45451,"csp_6_5","temp-1-6",61
45453,"csp_3_7","temp-1-6",60
45458,"csp_1_3","temp-2-2",60
45463,"csp_5_2","temp-1-5",60
45472,"csp_4_2","temp-1-5",60
45483,"csp_5_4","temp-1-6",63
45486,"csp_4_2","temp-1-6",60
45487,"csp_6_7","temp-1-6",60
45491,"csp_5_5","temp-1-6",60
45498,"csp_6_2","temp-1-6",57
45506,"csp_4_6","temp-1-6",60
45508,"csp_5_2","temp-1-6",60
45512,"csp_2_1","temp-2-1",56
45516,"csp_4_6","temp-1-6",60
45527,"csp_6_5","temp-1-6",57
45529,"csp_1_1","temp-2-2",60
45535,"csp_6_4","temp-1-6",56
45536,"csp_6_8","temp-1-6",60
45538,"csp_5_5","temp-1-6",60
45542,"csp_5_2","temp-1-6",60
45544,"csp_4_3","temp-1-6",60
45550,"csp_1_3","temp-2-3",60
45568,"csp_5_4","temp-1-6",60
45582,"csp_2_3","temp-2-2",60
45588,"csp_4_3","temp-1-6",65
45591,"csp_4_6","temp-1-6",61
45595,"csp_6_2","temp-1-6",60
45598,"csp_6_8","temp-1-6",64
45604,"csp_5_2","temp-1-6",61
45606,"csp_3_7","temp-1-6",60
45610,"csp_5_6","temp-1-5",60
45616,"csp_3_4","temp-1-6",60
45617,"csp_5_2","temp-1-6",60
45618,"csp_6_9","temp-1-6",56
45626,"csp_4_7","temp-1-6",60
45643,"csp_6_3","temp-1-6",60
45654,"csp_4_7","temp-1-6",56
45663,"csp_6_7","temp-1-6",60
45668,"csp_5_2","temp-1-5",65
45669,"csp_5_2","temp-1-6",61
45677,"csp_6_7","temp-1-6",52
45679,"csp_4_3","temp-2-1",58
45682,"csp_4_7","temp-1-6",57
45690,"csp_6_4","temp-1-6",60
45692,"csp_1_1","temp-2-1",60
45698,"csp_4_5","temp-1-6",60
45704,"csp_6_3","temp-1-6",60
45712,"csp_6_3","temp-1-6",60
45713,"csp_2_2","temp-2-2",65
45715,"csp_4_7","temp-1-6",60
45720,"csp_4_2","temp-1-6",60
45727,"csp_5_4","temp-1-6",65
45733,"csp_1_1","temp-2-1",60
45734,"csp_4_8","temp-1-6",60
45736,"csp_6_9","temp-1-5",65
45739,"csp_6_2","temp-1-6",64
45744,"csp_5_3","temp-1-6",61
45746,"csp_5_6","temp-1-6",60
45749,"csp_6_3","temp-1-6",59
45752,"csp_6_8","temp-1-6",60
45759,"csp_3_5","temp-1-5",58
45767,"csp_4_7","temp-1-6",61
45776,"csp_6_9","temp-1-6",60
45784,"csp_5_4","temp-1-6",65
45791,"csp_3_7","temp-1-6",59
45806,"csp_3_3","temp-1-6",60
45826,"csp_5_6","temp-1-6",57
45837,"csp_5_2","temp-1-6",60
45838,"csp_6_2","temp-1-6",58
45848,"csp_6_7","temp-1-6",60
45851,"csp_6_3","temp-1-6",60
45864,"csp_4_2","temp-1-6",58
45878,"csp_6_2","temp-1-6",65
45888,"csp_6_7","temp-1-6",60
45917,"csp_2_2","temp-2-1",60
45927,"csp_5_6","temp-1-6",57
45946,"csp_4_6","temp-2-1",55
45953,"csp_4_2","temp-1-6",60
45976,"csp_5_2","temp-1-6",60
45988,"csp_6_8","temp-1-6",60
45997,"csp_2_1","temp-2-1",60
46001,"csp_2_1","temp-2-1",60
46002,"csp_4_8","temp-1-6",56
46008,"csp_4_3","temp-1-6",65
46013,"csp_6_8","temp-1-6",60
46026,"csp_6_7","temp-1-6",58
46040,"csp_4_7","temp-1-6",57
46043,"csp_5_4","temp-1-3",60
46049,"csp_6_2","temp-1-6",60
46058,"csp_6_2","temp-1-6",60
46060,"csp_5_6","temp-1-6",60
46065,"csp_5_2","temp-1-6",56
46074,"csp_5_5","temp-1-6",60
46099,"csp_4_3","temp-1-6",64
46101,"csp_6_4","temp-1-6",56
46102,"csp_6_2","temp-1-6",60
46103,"csp_4_7","temp-1-6",63
46109,"csp_6_8","temp-1-6",60
46114,"csp_4_6","temp-1-6",60
46115,"csp_5_6","temp-1-6",60
46123,"csp_4_6","temp-1-6",65
46127,"csp_5_3","temp-1-6",60
46134,"csp_6_2","temp-1-6",59
46139,"csp_6_8","temp-1-6",60
46144,"csp_5_6","temp-1-6",57
46149,"csp_2_3","temp-2-2",60
46154,"csp_6_2","temp-1-6",62
46159,"csp_4_3","temp-1-6",60
46166,"csp_5_4","temp-1-6",58
46170,"csp_5_6","temp-1-6",60
46173,"csp_6_4","temp-1-6",57
46195,"csp_5_4","temp-1-6",65
46199,"csp_5_4","temp-1-6",62
46200,"csp_6_7","temp-1-6",56
46218,"csp_5_3","temp-1-6",61
46221,"csp_6_2","temp-1-6",56
46224,"csp_6_7","temp-1-6",54
46238,"csp_5_2","temp-1-6",53
46245,"csp_5_6","temp-1-6",50
46257,"csp_3_7","temp-1-6",65
46261,"csp_5_2","temp-1-6",61
46273,"csp_5_2","temp-1-6",60
46283,"csp_3_8","temp-1-6",60
46289,"csp_5_2","temp-1-6",59
46293,"csp_6_7","temp-1-6",55
46306,"csp_5_6","temp-1-6",60
46307,"csp_4_6","temp-1-6",60
46319,"csp_1_1","temp-2-2",64
46331,"csp_5_6","temp-1-6",63
46336,"csp_6_7","temp-1-6",60
46343,"csp_2_1","temp-2-1",64
46349,"csp_6_2","temp-1-6",58
46350,"csp_6_8","temp-1-6",62
46358,"csp_1_1","temp-2-2",63
46367,"csp_3_3","temp-1-5",56
46387,"csp_5_2","temp-1-6",61
46397,"csp_3_3","temp-1-6",55
46398,"csp_3_3","temp-1-6",55
46413,"csp_6_2","temp-1-6",60
46420,"csp_6_4","temp-1-6",58
46426,"csp_5_4","temp-1-2",60
46433,"csp_6_4","temp-1-6",65
46441,"csp_2_2","temp-2-1",60
46442,"csp_6_5","temp-1-6",65
46455,"csp_4_3","temp-1-5",60
46461,"csp_5_2","temp-1-6",59
46464,"csp_5_6","temp-1-6",58
