PRIMARY_KEY,activity_sector,Former_dep,JOB_DEP,JOB_DESCRIPTION,CONTRACT_TYPE,JOB_CATEGORY,Job_condition,EMPLOYER_CATEGORY,WORKING_HOURS,Employee_count
41077,"HZ","02","02","641a","CDI","O","C","ct_9",1930,"tr_4"
41101,"FZ","78","78","632j","CDI","O","C","ct_9",1689,"tr_1"
41113,"QA","69","69","525d","CDI","O","C","ct_8",1830,"tr_5"
41114,"QA","33","33","542a","CDI","O","C","ct_6",304,"tr_1"
41120,"QA","83","83","526a","CDI","O","P","ct_9",1701,"tr_6"
41122,"NZ","87","87","684a","CDI","O","C","ct_6",1517,"tr_1"
41131,"OZ","63","63","333f","CDI","O","C","ct_2",1819,"tr_6"
41133,"CB","30","30","676c","CDI","O","C","ct_9",325,"tr_5"
41153,"SZ","75","75","543g","CDI","O","C","ct_8",2324,"tr_5"
41155,"GZ","69","69","554j","CDI","O","C","ct_9",1201,"tr_3"
41157,"CL","90","25","673c","CDI","O","C","ct_9",1385,"tr_6"
41158,"PZ","83","83","525a","CDI","O","P","ct_8",786,"tr_1"
41161,"HZ","13","13","542b","CDI","O","P","ct_5",312,"tr_6"
41168,"KZ","63","63","467c","CDI","O","P","ct_8",1612,"tr_1"
41176,"PZ","14","92","421b","CDI","O","C","ct_8",3000,"tr_4"
41178,"FZ","55","57","628a","CDI","O","C","ct_9",1681,"tr_4"
41199,"JA","92","92","352a","CDI","O","C","ct_9",1820,"tr_6"
41200,"GZ","51","51","384b","CDI","O","C","ct_9",2174,"tr_2"
41201,"CI","38","38","543b","CDI","O","P","ct_9",1638,"tr_6"
41215,"GZ","29","29","653a","CDI","O","C","ct_9",1719,"tr_4"
41220,"JA","94","75","525c","CDI","O","C","ct_1",2427,"tr_6"
41225,"QB","78","78","563a","CDI","O","N","ct_7",1055,"tr_1"
41226,"HZ","71","26","641a","CDI","O","C",NA,176,NA
41243,"OZ","87","87","545d","CDI","O","C","ct_8",1849,"tr_6"
41246,"AZ","64","64","691e","CDI","O","P",NA,180,NA
41247,"CC","06","06","675c","CDI","O","C","ct_9",1522,"tr_2"
41251,"MA","33","24","543b","CDI","O","C","ct_9",1620,"tr_1"
41260,"OZ","50","50","525b","TOA","O","C","ct_1",1820,"tr_3"
41272,"QB","27","27","563a","CDI","O","N","ct_7",3000,"tr_1"
41277,"OZ","80","80","335a","CDI","O","P",NA,NA,NA
41285,"QB","05","05","563a","CDI","O","N","ct_7",3000,"tr_1"
41310,"TZ","71","71","563c","CDI","O","C",NA,682,NA
41327,"OZ","91","94","333e","CDI","O","C","ct_1",2028,"tr_5"
41340,"TZ","61","28","563c","CDI","O","P",NA,441,NA
41348,"HZ","75","75","344b","CDI","O","P","ct_5",279,"tr_5"
41353,"MA","73","73","472a","CDI","O","C","ct_9",1386,"tr_0"
41361,"JA","93","75","353b","CDD","O","N","ct_9",577,"tr_1"
41389,"CI","35","35","477b","CDI","O","P","ct_9",1462,"tr_6"
41394,"NZ","34","34","684a","CDI","O","P","ct_9",1552,"tr_3"
41395,"PZ","92","75","435b","CDI","O","C","ct_8",1321,"tr_1"
41402,"OZ","82","82","523c","CDI","O","C","ct_2",1820,"tr_5"
41417,"QA","56","56","431e","CDI","O","P","ct_9",728,"tr_6"
41433,"QB","57","57","525d","CDI","O","P","ct_8",935,"tr_3"
41444,"QA","76","76","526a","CDI","O","P",NA,138,NA
41448,"QB","71","71","526a","CDI","O","C","ct_8",1047,"tr_4"
41464,"CL","44","44","474c","CDI","O","C","ct_9",1365,"tr_6"
41475,"TZ","07","07","563a","CDI","O","N","ct_7",293,"tr_1"
41476,"GZ","27","27","477a","CDI","O","C","ct_9",1942,"tr_1"
41485,"CH","79","79","674d","CDI","O","C","ct_9",1658,"tr_6"
41487,"NZ","13","13","461d","CDI","O","C","ct_9",1827,"tr_4"
41493,"OZ","11","11","434c","CDI","O","C","ct_8",152,"tr_1"
41508,"CF","78","33","374c","CDI","O","C","ct_9",1304,"tr_6"
41513,"QB","85","45","526a","CDI","O","C","ct_3",2027,"tr_4"
41520,"QB","30","30","525d","CDI","O","P","ct_9",1403,"tr_4"
41524,"GZ","69","01","676c","CDD","O","P","ct_9",665,"tr_4"
41531,"LZ","01","74","373b","CDD","O","P","ct_9",337,"tr_1"
41554,"GZ","63","63","554b","CDI","O","C","ct_9",1505,"tr_1"
41557,"GZ","94","77","562a","CDD","O","P","ct_9",181,"tr_2"
41570,"GZ","81","81","684a","CDD","O","P","ct_9",583,"tr_1"
41584,"QB","69","69","542a","CDI","O","P","ct_8",1390,"tr_3"
41604,"CA","30","30","554a","CDI","O","C","ct_6",2557,"tr_1"
41629,"MA","69","69","479b","CDI","O","C","ct_9",840,"tr_4"
41671,"QB","84","84","525d","CDI","O","C","ct_8",1888,"tr_4"
41672,"QA","06","06","344a","CDI","O","C","ct_9",1820,"tr_3"
41708,"NZ","33","33","461d","CDI","O","C","ct_9",1927,"tr_3"
41716,"QB","31","31","563b","CDI","O","P","ct_8",1541,"tr_6"
41727,"CG","62","59","625c","CDI","O","C","ct_9",1423,"tr_6"
41735,"QA","93","93","525d","CDI","O","C","ct_3",1820,"tr_6"
41776,"CM","91","75","637b","CDI","O","C","ct_9",1826,"tr_3"
41807,"GZ","85","85","643a","CDI","O","P","ct_9",803,"tr_4"
41811,"IZ","33","33","561f","CDI","O","P",NA,455,NA
41814,"FZ","62","59","632d","CDI","O","P","ct_9",289,"tr_2"
41832,"GZ","57","77","542a","CDI","O","C","ct_9",656,"tr_6"
41837,"IZ","37","37","636d","CDI","O","P","ct_9",656,"tr_0"
41846,"KZ","08","08","553c","CDI","O","C","ct_9",441,"tr_0"
41851,"QB","42","42","563b","CDI","O","P","ct_8",1646,"tr_3"
41864,"FZ","38","38","543h","CDI","O","P","ct_9",828,"tr_1"
41865,"HZ","75","75","451a","CDI","O","C","ct_9",1043,"tr_6"
41866,"QB","93","75","563b","AUT","O","C","ct_2",1852,"tr_4"
41878,"CE","50","50","486e","CDI","O","C","ct_9",1860,"tr_6"
41882,"CC","69","69","627f","CDI","O","C","ct_9",1881,"tr_1"
41898,"AZ","44","44","692a","CDI","O","C","ct_9",1291,"tr_1"
41902,"IZ","91","75","468a","CDI","O","C","ct_9",1479,"tr_2"
41905,"MA","44","94","543h","CDI","O","P","ct_9",853,"tr_6"
41908,"HZ","87","87","641b","CDI","O","P","ct_5",1324,"tr_5"
41913,"TZ","69","38","563a","CDI","O","N","ct_7",1015,"tr_1"
41927,"QB","40","40","526d","CDI","O","C","ct_8",1829,"tr_4"
41930,"GZ","85","49","653a","CDI","O","C","ct_9",1383,"tr_3"
41935,"PZ","24","24","422b","CDI","O","C","ct_4",2065,"tr_3"
41943,"QA","93","77","431f","AUT","O","C","ct_3",1819,"tr_6"
41946,"QB","13","13","563b","CDI","O","P","ct_8",960,"tr_6"
41951,"TZ","78","78","563c","CDI","O","N","ct_7",361,"tr_1"
41957,"HZ","83","06","481a","CDI","O","C","ct_9",1820,"tr_3"
41967,"KZ","78","75","461b","CDI","O","P","ct_9",1533,"tr_5"
41970,"OZ","67","67","543g","CDI","O","P","ct_1",906,"tr_4"
41975,"MA","55","55","461d","CDI","O","C","ct_8",1871,"tr_5"
41994,"PZ","92","75","435b","CDI","O","C","ct_8",1321,"tr_1"
41999,"CI","05","05","676e","CDI","O","C","ct_9",610,"tr_1"
42022,"GZ","56","56","554e","CDI","O","N","ct_9",635,"tr_1"
42030,"IZ","62","62","377a","CDI","O","P","ct_9",520,"tr_1"
42031,"HZ","62","62","641a","CDI","O","C","ct_9",2200,"tr_3"
42045,"QA","63","63","636d","CDI","O","C","ct_8",1820,"tr_4"
42057,"CM","78","75","633b","CDI","O","C","ct_9",1629,"tr_5"
42060,"CA","49","49","554a","CDI","O","C","ct_9",1342,"tr_1"
42079,"RZ","60","60","424a","CDI","O","P","ct_8",933,"tr_1"
42087,"QA","06","06","542a","CDI","O","C","ct_8",1649,"tr_1"
42090,"CI","51","51","622f","CDI","O","C","ct_9",2028,"tr_6"
42092,"NZ","95","94","632k","CDI","O","C","ct_9",1399,"tr_6"
42099,"SZ","77","77","543g","CDI","O","C","ct_9",1935,"tr_1"
42101,"GZ","34","34","636a","CDI","O","C","ct_9",1537,"tr_5"
42116,"NZ","26","26","684a","CDI","O","P","ct_9",664,"tr_3"
42118,"NZ","75","75","564a","CDI","O","C","ct_8",450,"tr_1"
42123,"QA","76","76","526b","CDI","O","P","ct_6",1040,"tr_1"
42134,"QB","57","57","526a","CDI","O","C","ct_8",1755,"tr_4"
42148,"QB","44","44","676e","CDI","O","P","ct_8",779,"tr_4"
42161,"AZ","73","73","691b","CDI","O","P",NA,260,NA
42169,"FZ",NA,NA,"461c","CDI","O","C","ct_9",1820,"tr_3"
42177,"CA","44","44","484a","CDI","O","C","ct_9",1295,"tr_4"
42188,"QB","79","79","525d","CDI","O","P","ct_8",258,"tr_3"
42190,"CM","10","10","635a","CDI","O","C","ct_9",1565,"tr_6"
42201,"NZ","78","75","526b","CDI","O","C","ct_9",759,"tr_0"
42207,"HZ","43","43","451a","CDI","O","P","ct_9",1274,"tr_4"
42214,"QA","31","31","432b","CDI","O","C","ct_9",1820,"tr_6"
42235,"HZ","94","94","451a","CDI","O","P","ct_9",910,"tr_2"
42240,"LZ","92","75","463e","CDI","O","C","ct_9",700,"tr_2"
42246,"QB","48","43","525d","CDI","O","P","ct_8",1403,"tr_5"
42248,"CC","19","19","627f","CDI","O","C","ct_9",1850,"tr_4"
42249,"QA","33","33","525d","CDI","O","C","ct_8",1820,"tr_6"
42250,"CE","80","80","653a","CDI","O","C","ct_9",375,"tr_1"
42252,"CA","56","56","674b","CDI","O","C","ct_9",1638,"tr_6"
42254,"CE","42","42","674a","CDI","O","C","ct_9",1522,"tr_2"
42255,"CH","44","85","627d","CDI","O","C","ct_9",723,"tr_5"
42261,"CH","69","69","626b","CDI","O","C","ct_9",1770,"tr_2"
42272,"GZ","78","78","344d","CDI","O","P","ct_6",429,"tr_1"
42275,"CB","43","43","675a","CDI","O","C","ct_9",1565,"tr_3"
42280,"CA","47","47","674c","CDI","O","C","ct_9",770,"tr_5"
42287,"CC","91","91","627f","CDI","O","C","ct_9",1018,"tr_4"
42297,"KZ","88","88","545b","CDI","O","C","ct_9",1820,"tr_6"
42326,"NZ","26","26","635a","TTP","O","N","ct_9",666,"tr_1"
42327,"GZ","34","34","554b","CDD","O","P","ct_9",208,"tr_1"
42345,"HZ",NA,NA,"643a","CDI","O","C","ct_9",1820,"tr_4"
42352,"GZ","13","13","643a","CDI","O","C","ct_9",1820,"tr_3"
42356,"OZ","31","31","451e","AUT","O","C","ct_1",1820,"tr_6"
42360,"QB","39","39","632k","CDI","O","C","ct_8",1834,"tr_4"
42364,"GZ","33","33","551a","CDI","O","P","ct_9",1581,"tr_4"
42373,"OZ","92","93","388c","CDI","O","C","ct_5",3000,"tr_6"
42377,"GZ","06","06","551a","CDI","O","C","ct_9",1939,"tr_0"
42387,"OZ","30","30","344b","CDI","O","C","ct_4",1820,"tr_4"
42413,"OZ","49","49","621f","CDI","O","N",NA,346,NA
42427,"GZ","91","91","554b","CDI","O","C","ct_9",1708,"tr_6"
42429,"OZ","94","93","451e","CDI","O","C","ct_8",1470,"tr_3"
42435,"RZ","13","13","542a","CDI","O","C","ct_8",1300,"tr_3"
42440,"SZ","35","35","685a","CDI","O","C","ct_9",892,"tr_4"
42452,"SZ","59","59","542a","CDI","O","C","ct_8",1974,"tr_2"
42459,"KZ","94","94","478b","CDI","O","C","ct_9",1820,"tr_6"
42498,"OZ","57","57","524c","CDI","O","P","ct_2",870,"tr_5"
42509,"CA","32","32","691d","TOA","O","C","ct_9",1080,"tr_2"
42510,"JC","77","93","388b","CDI","O","C","ct_9",1624,"tr_6"
42536,"OZ","06","06","543b","CDI","O","C","ct_8",1908,"tr_6"
42548,"QB","56","56","433b","CDI","O","C",NA,182,NA
42550,"CB","62","62","675a","CDI","O","C","ct_6",1776,"tr_1"
42554,"GZ","86","37","387b","CDI","O","C","ct_9",1820,"tr_2"
42555,"TZ","27","27","563c","CDI","O","C",NA,408,NA
42573,"CH","31","09","623f","CDI","O","C","ct_9",892,"tr_3"
42586,"SZ","76","76","441a","CDI","O","C",NA,140,NA
42588,"HZ","67","67","451a","CDI","O","C","ct_9",1820,"tr_6"
42594,"QB","62","62","525d","CDI","O","P","ct_9",1539,"tr_4"
42601,"QB","69","69","563a","CDI","O","N","ct_7",782,"tr_0"
42613,"GZ","31","32","463c","CDI","O","C","ct_9",1641,"tr_1"
42626,"OZ","57","57","451e","CDI","O","C","ct_1",1820,"tr_2"
42633,"PZ","13","13","422e","CDD","O","P","ct_1",940,"tr_4"
42639,"CL","64","64","384a","CDI","O","C","ct_9",1862,"tr_6"
42644,"GZ","57","67","543b","CDI","O","C","ct_9",1820,"tr_5"
42646,"OZ","06","06","451g","CDI","O","C","ct_2",1820,"tr_6"
42647,"JC","92","93","471a","CDI","O","C","ct_9",1798,"tr_6"
42654,"GZ","23","36","551a","CDI","O","P","ct_9",1820,"tr_3"
42681,"QA","36","36","311d","CDI","O","P","ct_8",845,"tr_4"
42682,"CB","69","69","465a","CDI","O","P","ct_9",1456,"tr_5"
42708,"FZ","50","95","461b","CDI","O","C","ct_9",1655,"tr_6"
42734,"NZ","75","78","684a","CDI","O","P","ct_9",1263,"tr_5"
42738,"HZ","95","95","655a","CDI","O","C","ct_9",700,"tr_3"
42741,"NZ","44","44","684a","CDI","A","C","ct_9",1814,"tr_5"
42746,"QA","49","49","542a","CDI","O","C","ct_9",975,"tr_6"
42771,"CH","18","18","461f","CDI","O","C","ct_9",1827,"tr_6"
42801,"QB","38","01","685a","CDI","O","C","ct_8",579,"tr_3"
42804,"OZ","34","34","524c","AUT","X","P","ct_2",794,"tr_2"
42819,"QA","50","14","541c","CDD","O","P","ct_6",807,"tr_1"
42846,"FZ",NA,NA,"671a","CDI","O","C","ct_9",1859,"tr_2"
42855,"QA","2A","2A","525d","CDI","O","C","ct_3",3000,"tr_6"
42870,"GZ","89","89","652a","CDI","O","C","ct_9",1794,"tr_6"
42877,"NZ","56","44","475a","CDI","O","C",NA,155,"tr_6"
42884,"GZ","40","40","477c","CDI","O","C","ct_9",1820,"tr_1"
42886,"CG","52","51","652a","CDI","O","C","ct_9",1544,"tr_5"
42891,"FZ","62","62","632j","CDI","O","C","ct_9",1631,"tr_1"
42900,"GZ","72","72","554f","CDI","O","C","ct_9",1480,"tr_1"
42905,"IZ","88","88","636d","CDI","O","P","ct_8",1320,"tr_1"
42923,"CM","78","78","676c","CDI","O","C","ct_9",1715,"tr_3"
42924,"OZ",NA,NA,"621f","CDI","O","P","ct_2",1065,"tr_6"
42945,"RZ","47","47","424a","CDI","O","C","ct_8",1228,"tr_1"
42952,"CA","63","63","674c","CDI","O","C","ct_9",1820,"tr_5"
42959,"JA","10","10","463d","CDI","O","C","ct_9",1580,"tr_2"
42961,"OZ","67","67","524c","AUT","X","P","ct_2",1352,"tr_1"
42970,"CH","69","69","484b","CDI","O","C","ct_9",385,"tr_2"
42972,"QB","59","59","525d","AUT","X","P","ct_3",460,"tr_5"
42981,"KZ","35","35","467c","AUT","X","P","ct_9",468,"tr_5"
42982,"MA","06","06","542a","CDI","O","C","ct_9",1248,"tr_1"
42994,"QB","64","64","526d","CDI","O","C","ct_9",1823,"tr_4"
43015,"OZ","67","67","531b","AUT","O","P","ct_2",874,"tr_6"
43021,"GZ","61","61","554b","CDI","O","P","ct_6",1248,"tr_1"
43027,"FZ","37","37","477b","CDI","O","C","ct_9",1720,"tr_3"
43032,"QA","10","10","526a","CDI","O","C",NA,140,NA
43038,"QB","77","75","332b","CDI","O","C","ct_2",1921,"tr_6"
43043,"CA","59","59","625d","CDI","O","P","ct_9",1316,"tr_5"
43054,"GZ","69","69","554a","CDI","O","P","ct_9",704,"tr_1"
43056,"NZ","29","29","674c","TTP","O","C","ct_9",245,"tr_0"
43058,"OZ","92","75","543b","CDI","O","C","ct_8",1820,"tr_4"
43060,"CL","33","33","384b","CDI","O","C","ct_9",1906,"tr_6"
43063,"QB","75","75","525d","CDI","O","C","ct_8",1820,"tr_4"
43072,"HZ","69","69","487a","CDI","O","C","ct_9",413,"tr_1"
43081,"HZ","68","68","466b","CDI","O","C","ct_9",1820,"tr_1"
43106,"QB","64","64","563b","AUT","O","C","ct_2",1026,"tr_5"
43115,"FZ","68","75","542a","CDI","O","P","ct_9",1560,"tr_1"
43122,"MB","92","92","342g","CDI","O","C","ct_5",1835,"tr_6"
43127,"QA","57","57","431f","CDI","O","P","ct_3",835,"tr_6"
43131,"CA","59","59","542a","CDI","O","C","ct_9",1820,"tr_3"
43135,"NZ","14","14","542a","CDI","O","C","ct_8",1663,"tr_2"
43155,"PZ","95","95","563a","CDI","O","C","ct_8",1857,"tr_3"
43171,"MA","91","75","543f","CDI","O","C","ct_9",1568,"tr_1"
43173,"JA","14","14","388b","CDI","O","P","ct_9",1654,"tr_2"
43186,"QB","10","10","526d","CDI","O","C","ct_8",1641,"tr_4"
43200,"QA","22","56","431f","CDI","O","C","ct_8",1828,"tr_2"
43201,"QA","69","69","526a","CDI","O","C","ct_8",2583,"tr_6"
43203,"FZ","31","31","681b","CDI","O","C","ct_9",312,"tr_1"
43216,"SZ","69","69","542a","CDI","O","P","ct_8",936,"tr_1"
43221,"CG","24","24","652a","CDI","O","C","ct_9",1370,"tr_6"
43242,"FZ",NA,"91","621c","CDI","O","C","ct_9",1568,"tr_6"
43251,"QB","52","52","525d","CDI","O","C","ct_8",1820,"tr_4"
43253,"GZ","31","11","653a","CDD","O","C",NA,122,NA
43274,"KZ","27","59","467a","CDI","O","P","ct_9",1077,"tr_6"
43275,"OZ","72","72","524c","CDI","O","P","ct_2",916,"tr_3"
43277,"QA","78","78","526a","CDI","O","C","ct_8",1025,"tr_6"
43289,"HZ","39","39","652a","CDI","O","C","ct_9",1829,"tr_4"
43292,"CL","31","31","384a","CDI","O","P","ct_9",1342,"tr_6"
43296,"GZ","56","56","552a","CDI","O","C","ct_9",682,"tr_4"
43298,"MB","06","30","451e","CDI","O","C","ct_1",1820,"tr_6"
43301,"NZ","06","06","631a","CDI","O","P","ct_6",792,"tr_1"
43303,"QB","85","85","526a","CDI","O","P","ct_8",911,"tr_5"
43312,"QB","02","02","525d","CDI","O","C","ct_8",1839,"tr_3"
43315,"OZ","76","76","525b","CDI","O","C",NA,152,NA
43340,"HZ","47","47","641a","CDI","O","C","ct_9",172,"tr_3"
43345,"TZ","93","75","563a","CDI","O","N","ct_7",608,"tr_1"
43354,"QA","72","72","523d","CDI","O","C","ct_3",1820,"tr_6"
43363,"CC","56","56","691f","CDD","O","C","ct_9",247,"tr_3"
43383,"QA","30","34","526a","CDI","O","C","ct_8",1427,"tr_4"
43390,"QB","29","29","563a","CDI","O","N","ct_7",1499,"tr_0"
43391,"QB","83","83","526c","AUT","X","P","ct_8",750,"tr_1"
43404,"FZ","59","59","681b","CDI","O","C","ct_9",1750,"tr_1"
43405,"PZ","85","85","525b","CDI","O","P","ct_8",1752,"tr_5"
43416,"NZ","69","69","684a","CDI","O","C","ct_9",1958,"tr_6"
43426,"QB","58","58","563a","AUT","O","C","ct_2",2275,"tr_6"
43428,"PZ","64","64","543c","CDI","O","C","ct_8",1820,"tr_4"
43442,"IZ","30","30","561f","TOA","O","N","ct_9",216,"tr_1"
43452,"QB","58","58","563a","CDI","O","N","ct_7",3000,"tr_0"
43456,"QB","75","75","543g","CDI","O","C","ct_8",1820,"tr_5"
43465,"OZ","94","93","451e","CDI","O","C","ct_8",1470,"tr_3"
43470,"HZ","92","77","641b","CDI","O","C","ct_9",1815,"tr_6"
43478,"FZ","92","92","542a","CDI","O","P","ct_9",1044,"tr_1"
43487,"TZ","94","75","563c","CDI","O","C",NA,425,NA
43499,"QA","08","08","526a","CDI","O","C","ct_8",1522,"tr_4"
43503,"CC","17","17","674e","CDI","O","C","ct_9",1704,"tr_4"
43507,"GZ","31","31","636a","CDI","O","P","ct_9",734,"tr_1"
43514,"CA","32","32","625f","CDI","O","P","ct_9",907,"tr_6"
43517,"QB","46","46","563b","CDI","O","P","ct_9",1829,"tr_6"
43522,"GZ","69","01","676c","CDD","O","P","ct_9",665,"tr_4"
43559,"CH","59","59","651a","CDI","O","C","ct_9",1828,"tr_5"
43561,"CM","02","02","676c","CDI","O","C","ct_9",1006,"tr_4"
43577,"NZ","17","17","463d","CDI","O","C","ct_9",1634,"tr_2"
43585,"QB","59","59","525d","CDI","O","C","ct_8",1084,"tr_4"
43604,"JC","28","28","543b","CDI","O","P","ct_9",1062,"tr_1"
43615,"CI","38","38","673c","CDI","O","P","ct_9",1445,"tr_5"
43623,"HZ","28","27","641a","CDI","O","C","ct_9",2123,"tr_5"
43630,"TZ","62","80","563c","CDI","O","C",NA,1329,NA
43636,"QB","11","11","526a","CDI","O","C","ct_8",1857,"tr_3"
43638,"HZ","63","63","521a","AUT","O","C","ct_9",1820,"tr_4"
43648,"QB","83","83","525d","CDI","O","C","ct_9",1729,"tr_4"
43657,"FZ","45","77","481b","CDI","O","C","ct_9",1512,"tr_4"
43665,"QB","89","89","525d","CDI","O","P","ct_9",1520,"tr_3"
43672,"NZ","33","33","684a","CDI","O","P","ct_9",1198,"tr_2"
43677,"QA","78","75","542a","CDI","O","C","ct_8",1443,"tr_6"
43680,"QA","17","17","542a","CDI","O","P","ct_6",624,"tr_1"
43681,"SZ","79","79","381b","CDI","O","C","ct_4",1765,"tr_4"
43684,"QB","34","34","525d","CDI","O","C","ct_8",1873,"tr_5"
43696,"OZ","30","30","344b","CDI","O","C","ct_4",1820,"tr_4"
43708,"QA","67","67","684a","CDI","O","C",NA,624,NA
43727,"TZ","92","92","563a","CDI","O","N","ct_7",2932,"tr_1"
43747,"CM","41","41","675b","CDD","O","C","ct_9",568,"tr_5"
43802,"PZ","50","50","524c","CDI","O","C","ct_4",1565,"tr_5"
43806,"GZ","56","29","466c","CDI","O","C","ct_9",1825,"tr_6"
43808,"QA","59","59","632k","CDI","O","P","ct_9",1431,"tr_2"
43811,"IZ","33","33","636d","CDI","O","C","ct_9",1158,"tr_1"
43815,"QA","61","61","563a","AUT","O","C","ct_2",1246,"tr_6"
43843,"SZ","43","43","461f","CDI","O","C","ct_4",1790,"tr_3"
43862,"QB","59","59","684a","CDI","O","C","ct_8",1820,"tr_3"
43865,"NZ","16","86","684a","CDI","O","P","ct_9",1578,"tr_5"
43870,"HZ","01","69","641b","CDI","O","C","ct_9",1630,"tr_6"
43891,"CJ","45","45","673c","CDI","O","C","ct_9",1083,"tr_4"
43901,"OZ","92","75","524b","CDI","O","C","ct_1",1820,"tr_6"
43902,"CL","91","91","472c","CDI","O","C","ct_9",1022,"tr_6"
43908,"MA","06","06","543b","CDI","O","C","ct_9",1530,"tr_0"
43911,"QA","92","93","344b","CDI","O","C","ct_1",1820,"tr_6"
43914,"QB","59","59","543c","CDI","O","P","ct_8",607,"tr_3"
43917,"QB","73","73","525d","CDI","O","P","ct_8",1430,"tr_5"
43924,"QB","06","06","525a","CDI","O","C","ct_8",1302,"tr_0"
43939,"CK","74","74","474c","CDI","O","C","ct_9",728,"tr_2"
43948,"MA","66","66","684a","TTP","O","C",NA,450,NA
43957,"NZ","16","16","691d","CDI","O","C","ct_8",223,"tr_1"
43962,"HZ","10","10","641b","CDI","O","C","ct_9",560,"tr_5"
43968,"KZ","94","75","372b","CDI","O","C","ct_9",1820,"tr_6"
43970,"QB","58","58","525d","CDI","O","P","ct_8",467,"tr_4"
43991,"QB","86","86","344b","CDI","O","P","ct_9",468,"tr_3"
43996,"OZ","95","95","524c","CDI","O","C",NA,265,NA
44005,"QB","67","67","563a","CDI","O","C","ct_8",1820,"tr_3"
44008,"QB","68","68","631a","AUT","X","C","ct_9",1086,"tr_3"
44020,"SZ","51","51","684a","CDI","O","P","ct_9",1427,"tr_2"
44021,"GZ","59","59","676a","CDI","O","C","ct_9",918,"tr_1"
44025,"QB","44","44","526a","CDI","O","P","ct_8",189,"tr_4"
44030,"CH","76","76","673c","CDI","O","C","ct_9",1712,"tr_3"
44036,"QB","39","39","563b","CDI","O","C",NA,507,NA
44037,"QB","19","19","461f","CDI","O","P","ct_8",971,"tr_4"
44040,"HZ","92","75","641b","CDI","O","C","ct_5",1770,"tr_6"
44079,"JA","78","92","353c","CDI","O","C","ct_9",1820,"tr_6"
44081,"QB","44","44","525d","CDI","O","P","ct_8",1434,"tr_4"
44083,"GZ",NA,"64","684a","CDD","O","P",NA,156,NA
44089,"HZ","63","63","451a","CDI","O","C","ct_9",1461,"tr_6"
44108,"PZ","83","83","525a","CDI","O","C","ct_8",1820,"tr_5"
44123,"OZ","59","59","451g","CDI","O","C",NA,152,NA
44137,"MA","27","76","373c","CDI","O","C","ct_9",434,"tr_1"
44140,"HZ","79","79","451a","CDI","O","C","ct_9",1830,"tr_3"
44145,"KZ","78","75","372a","CDI","O","N","ct_9",1820,"tr_6"
44147,"QA","11","11","526a","CDI","O","C","ct_9",1999,"tr_6"
44155,"IZ","63","63","561b","CDD","O","C",NA,293,NA
44161,"HZ","73","38","451a","CDI","O","C","ct_9",1274,"tr_3"
44186,"CH","66","66","632j","CDI","O","C","ct_9",1493,"tr_2"
44188,"MA","75","92","372a","CDI","O","C","ct_9",1834,"tr_5"
44207,"FZ","71","71","651a","CDI","O","C","ct_9",1062,"tr_1"
44220,"QB","33","33","526a","CDI","O","C","ct_8",1839,"tr_4"
44227,"HZ","22","22","643a","CDI","O","C","ct_9",1827,"tr_3"
44230,"GZ","35","35","634a","CDI","O","C","ct_9",1688,"tr_5"
44236,"QA","33","33","526a","CDI","O","P",NA,178,NA
44260,"LZ","57","57","461f","CDI","O","C","ct_9",1821,"tr_2"
44267,"JB","06","06","676c","CDI","O","C","ct_9",1620,"tr_2"
44274,"CL","67","67","673c","CDI","O","C","ct_9",1589,"tr_6"
44276,"KZ","92","92","467a","CDI","O","C","ct_9",1750,"tr_6"
44280,"QA","30","30","431f","CDI","O","C","ct_8",455,"tr_3"
44282,"CH","72","72","676c","CDI","O","C","ct_9",427,"tr_4"
44285,"CE","86","86","475b","CDI","O","C","ct_9",1918,"tr_5"
44287,"QB","77","77","525d","CDD","O","C","ct_9",940,"tr_3"
44292,"OZ","45","45","621f","CDD","O","C","ct_2",1819,"tr_5"
44300,"QA","33","33","526a","CDI","O","C","ct_9",1834,"tr_6"
44304,"GZ","84","13","652a","CDI","O","C","ct_9",1573,"tr_3"
44318,"GZ","87","87","653a","CDI","O","P","ct_9",785,"tr_1"
44326,"QA","13","13","526b","CDI","O","C","ct_9",1316,"tr_1"
44330,"QA","01","01","526a","CDI","O","P","ct_8",957,"tr_1"
44332,"IZ","75","75","676a","CDI","O","C","ct_9",1444,"tr_1"
44350,"FZ","95","93","633d","CDI","O","C","ct_9",1830,"tr_5"
44357,"QA","50","50","632k","CDI","O","C",NA,126,NA
44374,"NZ","59","59","466c","CDI","O","C",NA,142,"tr_1"
44395,"IZ","75","75","543f","CDI","O","C","ct_9",1426,"tr_1"
44398,"TZ","33","33","563c","CDD","O","C",NA,1000,NA
44402,"HZ","77","63","466c","CDI","O","C","ct_9",1840,"tr_1"
44412,"QB","14","14","563b","CDI","O","P","ct_8",631,"tr_3"
44437,"QB","38","38","526d","CDI","O","P","ct_8",184,"tr_4"
44439,"PZ","62","62","525a","AUT","X","P","ct_8",770,"tr_3"
44453,"CA","56","56","674b","CDI","O","C","ct_9",1066,"tr_5"
44456,"IZ","94","94","636d","CDI","O","C","ct_9",1141,"tr_1"
44463,"HZ","06","06","552a","CDI","O","C","ct_9",2111,"tr_4"
44466,"AZ","59","59","692a","CDI","O","P","ct_9",198,"tr_3"
